id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
1221,1221,LAUSD,10900-tulsa-street-elementary,10900 Hayvenhurst Ave,818-363-5061,Tulsa Street Elementary,"[('10900 tulsa street elementary', 100.0, '10900-tulsa-street-elementary')]",1383,Tulsa Street Elementary(LAUSD),Los Angeles Unified,10900 Hayvenhurst Ave.,Tulsa Street Elementary(LAUSD),10900-tulsa-street-elementary,,True,False, 100.0
1222,1222,LAUSD,9724-tweedy-elementary,9724 Pinehurst Ave,323-568-2828,Tweedy Elementary,"[('9724 tweedy elementary', 100.0, '9724-tweedy-elementary')]",1384,Tweedy Elementary(LAUSD),Los Angeles Unified,9724 Pinehurst Ave.,Tweedy Elementary(LAUSD),9724-tweedy-elementary,,True,False, 100.0
1223,1223,LAUSD,9724-tweedy-elementary,9724 Pinehurst Ave,323-568-2828,Tweedy Elementary DL Two-Way Im Spanish,"[('9724 tweedy elementary', 90.0, '9724-tweedy-elementary')]",1384,Tweedy Elementary(LAUSD),Los Angeles Unified,9724 Pinehurst Ave.,Tweedy Elementary(LAUSD),9724-tweedy-elementary,,True,False, 90.0
1224,1224,LAUSD,13000-ulysses-s-grant-senior-high-,13000 Oxnard St,818-756-2700,Ulysses S Grant Senior High,"[('13000 ulysses s grant senior high', 100.0, '13000-ulysses-s-grant-senior-high-')]",1333,Ulysses S. Grant Senior High (LAUSD),Los Angeles Unified,13000 Oxnard St.,Ulysses S. Grant Senior High (LAUSD),13000-ulysses-s-grant-senior-high-,,True,False, 100.0
1225,1225,LAUSD,13000-ulysses-s-grant-senior-high-,13000 Oxnard St,818-756-2700,Ulysses S Grant Senior High College Prep/Digital Arts Magnet,"[('13000 ulysses s grant senior high', 90.0, '13000-ulysses-s-grant-senior-high-')]",1333,Ulysses S. Grant Senior High (LAUSD),Los Angeles Unified,13000 Oxnard St.,Ulysses S. Grant Senior High (LAUSD),13000-ulysses-s-grant-senior-high-,,True,False, 90.0
1226,1226,LAUSD,13000-ulysses-s-grant-senior-high-,13000 Oxnard St,818-756-2700,Ulysses S Grant Senior High Hum for Interdis Studies Magnet,"[('13000 ulysses s grant senior high', 90.0, '13000-ulysses-s-grant-senior-high-')]",1333,Ulysses S. Grant Senior High (LAUSD),Los Angeles Unified,13000 Oxnard St.,Ulysses S. Grant Senior High (LAUSD),13000-ulysses-s-grant-senior-high-,,True,False, 90.0
1227,1227,LAUSD,150-union-avenue-elementary,150 S Burlington Ave,213-483-1345,Union Avenue Elementary,"[('150 union avenue elementary', 100.0, '150-union-avenue-elementary')]",1334,Union Avenue Elementary(LAUSD),Los Angeles Unified,150 South Burlington Ave.,Union Avenue Elementary(LAUSD),150-union-avenue-elementary,,True,False, 100.0
1228,1228,LAUSD,,11800 Texas Ave,310-914-3606,University Charter HS Math/Art/Sci/Tech Magnet,[],0,University Charter HS Math/Art/Sci/Tech Magnet (LAUSD),,,,,LAUSD,True,False,
1229,1229,LAUSD,11800-university-high-school-charter,11800 Texas Ave,310-914-3500,University High School Charter,"[('11800 university high school charter', 100.0, '11800-university-high-school-charter')]",2283,University High School Charter(LAUSD),Los Angeles Unified,11800 Texas Ave.,University High School Charter(LAUSD),11800-university-high-school-charter,,True,False, 100.0
1230,1230,LAUSD,255-utah-street-elementary,255 Gabriel Garcia Marquez St,323-261-1171,Utah Street Elementary,"[('255 utah street elementary', 100.0, '255-utah-street-elementary')]",2287,Utah Street Elementary(LAUSD),Los Angeles Unified,255 Gabriel Garcia Marquez St.,Utah Street Elementary(LAUSD),255-utah-street-elementary,,True,False, 100.0
1231,1231,LAUSD,15035-valerio-street-elementary,15035 Valerio St,818-785-8683,Valerio Street Elementary,"[('15035 valerio street elementary', 100.0, '15035-valerio-street-elementary')]",1477,Valerio Street Elementary(LAUSD),Los Angeles Unified,15035 Valerio St.,Valerio Street Elementary(LAUSD),15035-valerio-street-elementary,,True,False, 100.0
1232,1232,LAUSD,10445-valley-academy-of-arts-and-sciences,10445 Balboa Blvd,818-832-7750,Valley Academy of Arts and Sciences,"[('10445 valley academy of arts and sciences', 100.0, '10445-valley-academy-of-arts-and-sciences')]",1478,Valley Academy of Arts and Sciences(LAUSD),Los Angeles Unified,10445 Balboa Blvd.,Valley Academy of Arts and Sciences(LAUSD),10445-valley-academy-of-arts-and-sciences,,True,False, 100.0
1233,1233,LAUSD,9171-valley-oaks-center-for-enriched-studies,9171 Telfair Ave,818-394-4600,Valley Oaks Center for Enriched Studies (VOCES) Magnet,"[('9171 valley oaks center for enriched studies', 95.0, '9171-valley-oaks-center-for-enriched-studies')]",1480,Valley Oaks Center for Enriched Studies(LAUSD),Los Angeles Unified,9171 Telfair Ave.,Valley Oaks Center for Enriched Studies(LAUSD),9171-valley-oaks-center-for-enriched-studies,,True,False, 95.0
1234,1234,LAUSD,6921-valley-view-elementary,6921 Woodrow Wilson Dr,323-851-0020,Valley View Elementary,"[('6921 valley view elementary', 100.0, '6921-valley-view-elementary')]",1483,Valley View Elementary(LAUSD),Los Angeles Unified,6921 Woodrow Wilson Dr.,Valley View Elementary(LAUSD),6921-valley-view-elementary,,True,False, 100.0
1235,1235,LAUSD,826-van-deene-avenue-elementary,826 W Javelin St,310-320-8680,Van Deene Avenue Elementary,"[('826 van deene avenue elementary', 100.0, '826-van-deene-avenue-elementary')]",1731,Van Deene Avenue Elementary(LAUSD),Los Angeles Unified,826 West Javelin St.,Van Deene Avenue Elementary(LAUSD),826-van-deene-avenue-elementary,,True,False, 100.0
1236,1236,LAUSD,17160-van-gogh-charter,17160 Van Gogh St,818-360-2141,Van Gogh Charter,"[('17160 van gogh charter', 100.0, '17160-van-gogh-charter')]",1732,Van Gogh Charter(LAUSD),Los Angeles Unified,17160 Van Gogh St.,Van Gogh Charter(LAUSD),17160-van-gogh-charter,,True,False, 100.0
1237,1237,LAUSD,501-van-ness-avenue-elementary,501 N Van Ness Ave,323-469-0992,Van Ness Avenue Elementary,"[('501 van ness avenue elementary', 100.0, '501-van-ness-avenue-elementary')]",1733,Van Ness Avenue Elementary(LAUSD),Los Angeles Unified,501 North Van Ness Ave.,Van Ness Avenue Elementary(LAUSD),501-van-ness-avenue-elementary,,True,False, 100.0
1238,1238,LAUSD,6464-van-nuys-elementary,6464 Sylmar Ave,818-785-2195,Van Nuys Elementary,"[('6464 van nuys elementary', 100.0, '6464-van-nuys-elementary')]",1734,Van Nuys Elementary(LAUSD),Los Angeles Unified,6464 Sylmar Ave.,Van Nuys Elementary(LAUSD),6464-van-nuys-elementary,,True,False, 100.0
1239,1239,LAUSD,5435-van-nuys-middle,5435 Vesper Ave,818-267-5900,Van Nuys Middle School,"[('5435 van nuys middle', 95.0, '5435-van-nuys-middle')]",1735,Van Nuys Middle(LAUSD),Los Angeles Unified,5435 Vesper Ave.,Van Nuys Middle(LAUSD),5435-van-nuys-middle,,True,False, 95.0
1240,1240,LAUSD,5435-van-nuys-middle,5435 Vesper Ave,818-267-5900,Van Nuys Middle School STEAM Magnet,"[('5435 van nuys middle', 90.0, '5435-van-nuys-middle')]",1735,Van Nuys Middle(LAUSD),Los Angeles Unified,5435 Vesper Ave.,Van Nuys Middle(LAUSD),5435-van-nuys-middle,,True,False, 90.0
1241,1241,LAUSD,6535-van-nuys-senior-high,6535 Cedros Ave,818-778-6800,Van Nuys Senior High,"[('6535 van nuys senior high', 100.0, '6535-van-nuys-senior-high')]",1736,Van Nuys Senior High(LAUSD),Los Angeles Unified,6535 Cedros Ave.,Van Nuys Senior High(LAUSD),6535-van-nuys-senior-high,,True,False, 100.0
1242,1242,LAUSD,6535-van-nuys-senior-high,6535 Cedros Ave,818-778-6800,Van Nuys Senior High Medical Magnet,"[('6535 van nuys senior high', 90.0, '6535-van-nuys-senior-high')]",1736,Van Nuys Senior High(LAUSD),Los Angeles Unified,6535 Cedros Ave.,Van Nuys Senior High(LAUSD),6535-van-nuys-senior-high,,True,False, 90.0
1243,1243,LAUSD,6535-van-nuys-senior-high,6535 Cedros Ave,818-778-6800,Van Nuys Senior High Performing Arts Magnet,"[('6535 van nuys senior high', 90.0, '6535-van-nuys-senior-high')]",1736,Van Nuys Senior High(LAUSD),Los Angeles Unified,6535 Cedros Ave.,Van Nuys Senior High(LAUSD),6535-van-nuys-senior-high,,True,False, 90.0
1244,1244,LAUSD,6535-van-nuys-senior-high,6535 Cedros Ave,818-778-6800,Van Nuys Senior High Science/Tech/Math Magnet,"[('6535 van nuys senior high', 90.0, '6535-van-nuys-senior-high')]",1736,Van Nuys Senior High(LAUSD),Los Angeles Unified,6535 Cedros Ave.,Van Nuys Senior High(LAUSD),6535-van-nuys-senior-high,,True,False, 90.0
1245,1245,LAUSD,19019-vanalden-avenue-elementary,19019 Delano St,818-342-5131,Vanalden Avenue Elementary,"[('19019 vanalden avenue elementary', 100.0, '19019-vanalden-avenue-elementary')]",1954,Vanalden Avenue Elementary(LAUSD),Los Angeles Unified,19019 Delano St.,Vanalden Avenue Elementary(LAUSD),19019-vanalden-avenue-elementary,,True,False, 100.0
1246,1246,LAUSD,9377-vena-avenue-elementary,9377 Vena Ave,818-896-9551,Vena Avenue Elementary,"[('9377 vena avenue elementary', 100.0, '9377-vena-avenue-elementary')]",1955,Vena Avenue Elementary(LAUSD),Los Angeles Unified,9377 Vena Ave.,Vena Avenue Elementary(LAUSD),9377-vena-avenue-elementary,,True,False, 100.0
1247,1247,LAUSD,9377-vena-avenue-elementary,9377 Vena Ave,818-896-9551,Vena Avenue Elementary Gifted Magnet,"[('9377 vena avenue elementary', 90.0, '9377-vena-avenue-elementary')]",1955,Vena Avenue Elementary(LAUSD),Los Angeles Unified,9377 Vena Ave.,Vena Avenue Elementary(LAUSD),9377-vena-avenue-elementary,,True,False, 90.0
1248,1248,LAUSD,13000-venice-senior-high,13000 Venice Blvd,310-577-4200,Venice Senior High,"[('13000 venice senior high', 100.0, '13000-venice-senior-high')]",1956,Venice Senior High(LAUSD),Los Angeles Unified,13000 Venice Blvd.,Venice Senior High(LAUSD),13000-venice-senior-high,,True,False, 100.0
1249,1249,LAUSD,13000-venice-senior-high,13000 Venice Blvd,310-577-4200,Venice Senior High Science Tech Engineering Medical Math Mag,"[('13000 venice senior high', 90.0, '13000-venice-senior-high')]",1956,Venice Senior High(LAUSD),Los Angeles Unified,13000 Venice Blvd.,Venice Senior High(LAUSD),13000-venice-senior-high,,True,False, 90.0
1250,1250,LAUSD,13000-venice-senior-high,13000 Venice Blvd,310-577-4200,Venice Senior High World Languages/Global Studies Magnet,"[('13000 venice senior high', 90.0, '13000-venice-senior-high')]",1956,Venice Senior High(LAUSD),Los Angeles Unified,13000 Venice Blvd.,Venice Senior High(LAUSD),13000-venice-senior-high,,True,False, 90.0
1251,1251,LAUSD,10625-verdugo-hills-senior-high,10625 Plainview Ave,818-951-5400,Verdugo Hills Senior High,"[('10625 verdugo hills senior high', 100.0, '10625-verdugo-hills-senior-high')]",1971,Verdugo Hills Senior High(LAUSD),Los Angeles Unified,10625 Plainview Ave.,Verdugo Hills Senior High(LAUSD),10625-verdugo-hills-senior-high,,True,False, 100.0
1252,1252,LAUSD,,10625 Plainview Ave,818-951-5400,Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet,[],0,Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet (LAUSD),,,,,LAUSD,True,False,
1253,1253,LAUSD,,10625 Plainview Ave,818-951-5400,Verdugo Hills SH Visual and Performing Arts Magnet,[],0,Verdugo Hills SH Visual and Performing Arts Magnet (LAUSD),,,,,LAUSD,True,False,
1254,1254,LAUSD,1435-vermont-avenue-elementary,1435 W 27th St,323-733-2195,Vermont Avenue Elementary,"[('1435 vermont avenue elementary', 100.0, '1435-vermont-avenue-elementary')]",1972,Vermont Avenue Elementary(LAUSD),Los Angeles Unified,1435 West 27th St.,Vermont Avenue Elementary(LAUSD),1435-vermont-avenue-elementary,,True,False, 100.0
1255,1255,LAUSD,2360-vernon-city-elementary,2360 E Vernon Ave,323-582-3727,Vernon City Elementary,"[('2360 vernon city elementary', 100.0, '2360-vernon-city-elementary')]",1974,Vernon City Elementary(LAUSD),Los Angeles Unified,2360 East Vernon Ave.,Vernon City Elementary(LAUSD),2360-vernon-city-elementary,,True,False, 100.0
1256,1256,LAUSD,3320-victoria-avenue-elementary,3320 Missouri Ave,323-567-1261,Victoria Avenue Elementary,"[('3320 victoria avenue elementary', 100.0, '3320-victoria-avenue-elementary')]",1975,Victoria Avenue Elementary(LAUSD),Los Angeles Unified,3320 Missouri Ave.,Victoria Avenue Elementary(LAUSD),3320-victoria-avenue-elementary,,True,False, 100.0
1257,1257,LAUSD,6315-victory-boulevard-elementary,6315 Radford Ave,818-761-4676,Victory Boulevard Elementary,"[('6315 victory boulevard elementary', 100.0, '6315-victory-boulevard-elementary')]",1976,Victory Boulevard Elementary(LAUSD),Los Angeles Unified,6315 Radford Ave.,Victory Boulevard Elementary(LAUSD),6315-victory-boulevard-elementary,,True,False, 100.0
1258,1258,LAUSD,6315-victory-boulevard-elementary,6315 Radford Ave,818-761-4676,Victory Boulevard Elementary STEAM Magnet,"[('6315 victory boulevard elementary', 95.0, '6315-victory-boulevard-elementary')]",1976,Victory Boulevard Elementary(LAUSD),Los Angeles Unified,6315 Radford Ave.,Victory Boulevard Elementary(LAUSD),6315-victory-boulevard-elementary,,True,False, 95.0
1259,1259,LAUSD,4701-view-park-continuation,4701 Rodeo Rd,323-292-0331,View Park Continuation High,"[('4701 view park continuation', 95.0, '4701-view-park-continuation')]",1977,View Park Continuation(LAUSD),Los Angeles Unified,4701 Rodeo Rd.,View Park Continuation(LAUSD),4701-view-park-continuation,,True,False, 95.0
1260,1260,LAUSD,955-vine-street-elementary,955 N Vine St,323-469-0877,Vine Street Elementary,"[('955 vine street elementary', 100.0, '955-vine-street-elementary')]",1982,Vine Street Elementary(LAUSD),Los Angeles Unified,955 North Vine St.,Vine Street Elementary(LAUSD),955-vine-street-elementary,,True,False, 100.0
1261,1261,LAUSD,10150-vinedale-college-preparatory-academy,10150 La Tuna Canyon Rd,818-767-0106,Vinedale College Preparatory Academy,"[('10150 vinedale college preparatory academy', 100.0, '10150-vinedale-college-preparatory-academy')]",1884,Vinedale College Preparatory Academy(LAUSD),Los Angeles Unified,10150 La Tuna Canyon Rd.,Vinedale College Preparatory Academy(LAUSD),10150-vinedale-college-preparatory-academy,,True,False, 100.0
1262,1262,LAUSD,15848-vintage-math/science/technology-magnet,15848 Stare St,818-892-8661,Vintage Elementary Math/Science/Technology Magnet,"[('15848 vintage math science technology magnet', 95.0, '15848-vintage-math/science/technology-magnet')]",1885,Vintage Math/Science/Technology Magnet(LAUSD),Los Angeles Unified,15848 Stare St.,Vintage Math/Science/Technology Magnet(LAUSD),15848-vintage-math/science/technology-magnet,,True,False, 95.0
1263,1263,LAUSD,152-virgil-middle,152 N Vermont Ave,213-368-2800,Virgil Middle School,"[('152 virgil middle', 95.0, '152-virgil-middle')]",1886,Virgil Middle(LAUSD),Los Angeles Unified,152 North Vermont Ave.,Virgil Middle(LAUSD),152-virgil-middle,,True,False, 95.0
1264,1264,LAUSD,152-virgil-middle,152 N Vermont Ave,213-368-2800,Virgil Middle School Medical & Health Science Magnet,"[('152 virgil middle', 90.0, '152-virgil-middle')]",1886,Virgil Middle(LAUSD),Los Angeles Unified,152 North Vermont Ave.,Virgil Middle(LAUSD),152-virgil-middle,,True,False, 90.0
1265,1265,LAUSD,2925-virginia-road-elementary,2925 Virginia Rd,323-735-0570,Virginia Road Elementary,"[('2925 virginia road elementary', 100.0, '2925-virginia-road-elementary')]",1916,Virginia Road Elementary(LAUSD),Los Angeles Unified,2925 Virginia Rd.,Virginia Road Elementary(LAUSD),2925-virginia-road-elementary,,True,False, 100.0
1266,1266,LAUSD,2925-virginia-road-elementary,2925 Virginia Rd,310-735-0570,Virginia Road Elementary DL Two-Way Im Spanish,"[('2925 virginia road elementary', 90.0, '2925-virginia-road-elementary')]",1916,Virginia Road Elementary(LAUSD),Los Angeles Unified,2925 Virginia Rd.,Virginia Road Elementary(LAUSD),2925-virginia-road-elementary,,True,False, 90.0
1267,1267,LAUSD,12441-vista-del-valle-dual-language-academy,12441 Bromont Ave,818-838-3860,Vista del Valle Dual Language Academy,"[('12441 vista del valle dual language academy', 100.0, '12441-vista-del-valle-dual-language-academy')]",1919,Vista del Valle Dual Language Academy(LAUSD),Los Angeles Unified,12441 Bromont Ave.,Vista del Valle Dual Language Academy(LAUSD),12441-vista-del-valle-dual-language-academy,,True,False, 100.0
1268,1268,LAUSD,12441-vista-del-valle-dual-language-academy,12441 Bromont Ave,818-838-3860,Vista del Valle Dual Language Academy DL Two-Way Im Spanish,"[('12441 vista del valle dual language academy', 90.0, '12441-vista-del-valle-dual-language-academy')]",1919,Vista del Valle Dual Language Academy(LAUSD),Los Angeles Unified,12441 Bromont Ave.,Vista del Valle Dual Language Academy(LAUSD),12441-vista-del-valle-dual-language-academy,,True,False, 90.0
1269,1269,LAUSD,15040-vista-middle,15040 Roscoe Blvd,818-901-2727,Vista Middle School,"[('15040 vista middle', 95.0, '15040-vista-middle')]",1920,Vista Middle(LAUSD),Los Angeles Unified,15040 Roscoe Blvd.,Vista Middle(LAUSD),15040-vista-middle,,True,False, 95.0
1270,1270,LAUSD,15040-vista-middle,15040 Roscoe Blvd,818-901-2727,Vista Middle School Gifted STEAM Magnet,"[('15040 vista middle', 90.0, '15040-vista-middle')]",1920,Vista Middle(LAUSD),Los Angeles Unified,15040 Roscoe Blvd.,Vista Middle(LAUSD),15040-vista-middle,,True,False, 90.0
1271,1271,LAUSD,15040-vista-middle,15040 Roscoe Blvd,818-901-2727,Vista Middle School Law/Gov/Social Just/Lead Magnet,"[('15040 vista middle', 90.0, '15040-vista-middle')]",1920,Vista Middle(LAUSD),Los Angeles Unified,15040 Roscoe Blvd.,Vista Middle(LAUSD),15040-vista-middle,,True,False, 90.0
1272,1272,LAUSD,15040-vista-middle,15040 Roscoe Blvd,818-901-2727,Vista Middle School Sports Med/College Prep Magnet,"[('15040 vista middle', 90.0, '15040-vista-middle')]",1920,Vista Middle(LAUSD),Los Angeles Unified,15040 Roscoe Blvd.,Vista Middle(LAUSD),15040-vista-middle,,True,False, 90.0
1273,1273,LAUSD,981-wadsworth-avenue-elementary,981 E 41st St,323-232-5234,Wadsworth Avenue Elementary,"[('981 wadsworth avenue elementary', 100.0, '981-wadsworth-avenue-elementary')]",1922,Wadsworth Avenue Elementary(LAUSD),Los Angeles Unified,981 East 41st St.,Wadsworth Avenue Elementary(LAUSD),981-wadsworth-avenue-elementary,,True,False, 100.0
1274,1274,LAUSD,1630-walgrove-avenue-elementary,1630 Walgrove Ave,310-391-7104,Walgrove Avenue Elementary,"[('1630 walgrove avenue elementary', 100.0, '1630-walgrove-avenue-elementary')]",1923,Walgrove Avenue Elementary(LAUSD),Los Angeles Unified,1630 Walgrove Ave.,Walgrove Avenue Elementary(LAUSD),1630-walgrove-avenue-elementary,,True,False, 100.0
1275,1275,LAUSD,2642-walnut-park-elementary,2642 Olive St,323-588-3145,Walnut Park Elementary,"[('2642 walnut park elementary', 100.0, '2642-walnut-park-elementary')]",1924,Walnut Park Elementary(LAUSD),Los Angeles Unified,2642 Olive St.,Walnut Park Elementary(LAUSD),2642-walnut-park-elementary,,True,False, 100.0
1276,1276,LAUSD,2642-walnut-park-elementary,2642 E Olive St,323-588-3145,Walnut Park Elementary DL Two-Way Im Spanish,"[('2642 walnut park elementary', 90.0, '2642-walnut-park-elementary')]",1924,Walnut Park Elementary(LAUSD),Los Angeles Unified,2642 Olive St.,Walnut Park Elementary(LAUSD),2642-walnut-park-elementary,,True,False, 90.0
1277,1277,LAUSD,,7500 Marbrisa Ave,323-277-2600,Walnut Park Middle School - Sci Tech Eng and Math Academy,[],0,Walnut Park Middle School - Sci Tech Eng and Math Academy (LAUSD),,,,,LAUSD,True,False,
1278,1278,LAUSD,7500-walnut-park-middle-a-school-of-social-justice-and-service-learning,7500 Marbrisa Ave,323-277-2600,Walnut Park Middle School - Social Justice and Srvice Lrning,"[('7500 walnut park middle a school of social justice and service learning', 94.11764705882352, '7500-walnut-park-middle-a-school-of-social-justice-and-service-learning')]",1925,Walnut Park Middle A School of Social Justice and Service Learning(LAUSD),Los Angeles Unified,7500 Marbrisa Ave.,Walnut Park Middle A School of Social Justice and Service Learning(LAUSD),7500-walnut-park-middle-a-school-of-social-justice-and-service-learning,,True,False, 94.11764705882352
1279,1279,LAUSD,4525-walter-reed-middle,4525 Irvine Ave,818-487-7600,Walter Reed Middle School,"[('4525 walter reed middle', 95.0, '4525-walter-reed-middle')]",1927,Walter Reed Middle(LAUSD),Los Angeles Unified,4525 Irvine Ave.,Walter Reed Middle(LAUSD),4525-walter-reed-middle,,True,False, 95.0
1280,1280,LAUSD,615-warner-avenue-elementary,615 Holmby Ave,310-475-5893,Warner Avenue Elementary,"[('615 warner avenue elementary', 100.0, '615-warner-avenue-elementary')]",1416,Warner Avenue Elementary(LAUSD),Los Angeles Unified,615 Holmby Ave.,Warner Avenue Elementary(LAUSD),615-warner-avenue-elementary,,True,False, 100.0
1281,1281,LAUSD,"3010-washington-irving-middle-school-math,-music-and-engineering-magnet",3010 Estara Ave,323-259-3700,Washington Irving Middle School Math Music Engineering Mag,"[('3010 washington irving middle school math  music and engineering magnet', 94.02985074626866, '3010-washington-irving-middle-school-math,-music-and-engineering-magnet')]",1417,"Washington Irving Middle School Math, Music and Engineering Magnet(LAUSD)",Los Angeles Unified,3010 Estara Ave.,"Washington Irving Middle School Math, Music and Engineering Magnet(LAUSD)","3010-washington-irving-middle-school-math,-music-and-engineering-magnet",,True,False, 94.02985074626866
1282,1282,LAUSD,860-washington-primary-center,860 W 112th St,323-779-7550,Washington Primary Center,"[('860 washington primary center', 100.0, '860-washington-primary-center')]",1418,Washington Primary Center(LAUSD),Los Angeles Unified,860 West 112th St.,Washington Primary Center(LAUSD),860-washington-primary-center,,True,False, 100.0
1283,1283,LAUSD,860-washington-primary-center,860 W 112th St,323-779-7550,Washington Primary Center DL Two-Way Im Spanish,"[('860 washington primary center', 90.0, '860-washington-primary-center')]",1418,Washington Primary Center(LAUSD),Los Angeles Unified,860 West 112th St.,Washington Primary Center(LAUSD),860-washington-primary-center,,True,False, 90.0
1284,1284,LAUSD,10401-weigand-avenue-elementary,10401 Weigand Ave,323-567-9606,Weigand Avenue Elementary,"[('10401 weigand avenue elementary', 100.0, '10401-weigand-avenue-elementary')]",1421,Weigand Avenue Elementary(LAUSD),Los Angeles Unified,10401 Weigand Ave.,Weigand Avenue Elementary(LAUSD),10401-weigand-avenue-elementary,,True,False, 100.0
1285,1285,LAUSD,23456-welby-way-charter-elementary-school-and-gifted-high-ability-magnet,23456 Welby Way,818-348-1975,Welby Way Charter Elementary and Gifted-High Ability Magnet,"[('23456 welby way charter elementary school and gifted high ability magnet', 95.0, '23456-welby-way-charter-elementary-school-and-gifted-high-ability-magnet')]",1422,Welby Way Charter Elementary School And Gifted-High Ability Magnet(LAUSD),Los Angeles Unified,23456 Welby Way,Welby Way Charter Elementary School And Gifted-High Ability Magnet(LAUSD),23456-welby-way-charter-elementary-school-and-gifted-high-ability-magnet,,True,False, 95.0
1286,1286,LAUSD,,23456 Welby Way,818-348-1975,Welby Way Charter Elementary Gifted Magnet,[],0,Welby Way Charter Elementary Gifted Magnet (LAUSD),,,,,LAUSD,True,False,
1287,1287,LAUSD,,1500 W Washington Bl,323-373-2500,West Adams Prep Senior High Firefighter Academy Magnet,[],0,West Adams Prep Senior High Firefighter Academy Magnet (LAUSD),,,,,LAUSD,True,False,
1288,1288,LAUSD,,1500 W Washington Bl,323-373-2500,West Adams Prep Senior High Police Academy Magnet,[],0,West Adams Prep Senior High Police Academy Magnet (LAUSD),,,,,LAUSD,True,False,
1289,1289,LAUSD,1500-west-adams-preparatory-high,1500 W Washington Bl,323-373-2500,West Adams Preparatory Senior High,"[('1500 west adams preparatory high', 95.0, '1500-west-adams-preparatory-high')]",1424,West Adams Preparatory High(LAUSD),Los Angeles Unified,1500 West Washington Blvd.,West Adams Preparatory High(LAUSD),1500-west-adams-preparatory-high,,True,False, 95.0
1290,1290,LAUSD,1110-west-athens-elementary,1110 W 119th St,323-756-9114,West Athens Elementary,"[('1110 west athens elementary', 100.0, '1110-west-athens-elementary')]",1425,West Athens Elementary(LAUSD),Los Angeles Unified,1110 West 119th St.,West Athens Elementary(LAUSD),1110-west-athens-elementary,,True,False, 100.0
1291,1291,LAUSD,970-west-hollywood-elementary,970 N Hammond St,310-274-5313,West Hollywood Elementary,"[('970 west hollywood elementary', 100.0, '970-west-hollywood-elementary')]",1428,West Hollywood Elementary(LAUSD),Los Angeles Unified,970 North Hammond St.,West Hollywood Elementary(LAUSD),970-west-hollywood-elementary,,True,False, 100.0
1292,1292,LAUSD,4312-west-vernon-avenue-elementary,4312 S Grand Ave,323-232-4218,West Vernon Avenue Elementary,"[('4312 west vernon avenue elementary', 100.0, '4312-west-vernon-avenue-elementary')]",1389,West Vernon Avenue Elementary(LAUSD),Los Angeles Unified,4312 South Grand Ave.,West Vernon Avenue Elementary(LAUSD),4312-west-vernon-avenue-elementary,,True,False, 100.0
1293,1293,LAUSD,,7400 W Manchester Ave,310-338-2400,Westchester Enriched Sciences Magnets- Gifted STEAM Magnet,[],0,Westchester Enriched Sciences Magnets- Gifted STEAM Magnet (LAUSD),,,,,LAUSD,True,False,
1294,1294,LAUSD,,7400 W Manchester Ave,310-338-2400,Westchester Enriched Sciences Magnets-Envrnmntl Ntrl Sci Eng,[],0,Westchester Enriched Sciences Magnets-Envrnmntl Ntrl Sci Eng (LAUSD),,,,,LAUSD,True,False,
1295,1295,LAUSD,,7400 W Manchester Ave,310-338-2400,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,[],0,Westchester Enriched Sciences Magnets-Health/Sports Med Mag (LAUSD),,,,,LAUSD,True,False,
1296,1296,LAUSD,,1724 W 53rd St,323-295-3261,Western Avenue Tech/Eng/Comm/Hum Magnet,[],0,Western Avenue Tech/Eng/Comm/Hum Magnet (LAUSD),,,,,LAUSD,True,False,
1297,1297,LAUSD,1010-westminster-avenue-elementary,1010 Abbot Kinney Blvd,310-392-3041,Westminster Avenue Elementary Math/Tech/Env Studies Magnet,"[('1010 westminster avenue elementary', 90.0, '1010-westminster-avenue-elementary')]",2122,Westminster Avenue Elementary(LAUSD),Los Angeles Unified,1010 Abbott Kinney Blvd.,Westminster Avenue Elementary(LAUSD),1010-westminster-avenue-elementary,,True,False, 90.0
1298,1298,LAUSD,6011-westport-heights-elementary,6011 W 79th St,310-645-5611,Westport Heights Elementary,"[('6011 westport heights elementary', 100.0, '6011-westport-heights-elementary')]",2123,Westport Heights Elementary(LAUSD),Los Angeles Unified,6011 West 79th St.,Westport Heights Elementary(LAUSD),6011-westport-heights-elementary,,True,False, 100.0
1299,1299,LAUSD,104-westside-global-awareness-magnet,104 Anchorage St,310-821-2039,Westside Global Awareness Magnet,"[('104 westside global awareness magnet', 100.0, '104-westside-global-awareness-magnet')]",2124,Westside Global Awareness Magnet(LAUSD),Los Angeles Unified,104 Anchorage St.,Westside Global Awareness Magnet(LAUSD),104-westside-global-awareness-magnet,,True,False, 100.0
1300,1300,LAUSD,2050-westwood-charter-elementary,2050 Selby Ave,310-474-7788,Westwood Charter Elementary,"[('2050 westwood charter elementary', 100.0, '2050-westwood-charter-elementary')]",2127,Westwood Charter Elementary(LAUSD),Los Angeles Unified,2050 Selby Ave.,Westwood Charter Elementary(LAUSD),2050-westwood-charter-elementary,,True,False, 100.0
