,district,name,address,city,phone,email,original_name
1086,LAUSD,rowan-avenue-elementary-dl-two-way-im-spanish-600-s-rowan-ave-lausd,600 S Rowan Ave,Los Angeles,323-261-7191,No Data,Rowan Avenue Elementary DL Two-Way Im Spanish
1087,LAUSD,roy-romer-middle-gifted/humanities-magnet-6501-laurel-canyon-blvd-lausd,6501 Laurel Canyon Blvd,North Hollywood,818-505-2200,,Roy Romer Middle Gifted/Humanities Magnet
1088,LAUSD,roy-romer-middle-school-6501-laurel-canyon-blvd-lausd,6501 Laurel Canyon Blvd,North Hollywood,818-505-2200,No Data,Roy Romer Middle School
1089,LAUSD,roy-romer-middle-school-stem-magnet-6501-laurel-canyon-blvd-lausd,6501 Laurel Canyon Blvd,North Hollywood,818-505-2200,No Data,Roy Romer Middle School STEM Magnet
1090,LAUSD,rudecinda-sepulveda-dodson-middle-school-28014-montereina-dr-lausd,28014 Montereina Dr,Rancho Palos Verdes,310-241-1900,No Data,Rudecinda Sepulveda Dodson Middle School
1091,LAUSD,rudecinda-sepulveda-dodson-middle-school-gifted-magnet-28014-montereina-dr-lausd,28014 Montereina Dr,Rancho Palos Verdes,310-241-1919,No Data,Rudecinda Sepulveda Dodson Middle School Gifted Magnet
1092,LAUSD,rudecinda-sepulveda-dodson-ms-visual/performing-arts-magnet-28014-montereina-dr-lausd,28014 Montereina Dr,Rancho Palos Verdes,310-241-1900,No Data,Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet
1093,LAUSD,russell-elementary-1263-e-firestone-blvd-lausd,1263 E Firestone Blvd,Los Angeles,323-582-7247,No Data,Russell Elementary
1094,LAUSD,russell-elementary-gifted-magnet-1263-e-firestone-blvd-lausd,1263 E Firestone Blvd,Los Angeles,323-582-7247,No Data,Russell Elementary Gifted Magnet
1095,LAUSD,sal-castro-middle-school-1575-w-2nd-st-lausd,1575 W 2nd St,Los Angeles,213-241-4416,No Data,Sal Castro Middle School
1096,LAUSD,sally-ride-elementary:-a-smart-academy-1041-e-46th-st-lausd,1041 E 46th St,Los Angeles,323-235-7117,No Data,Sally Ride Elementary: A Smart Academy
1097,LAUSD,samuel-gompers-middle-school-234-e-112th-st-lausd,234 E 112th St,Los Angeles,323-241-4000,No Data,Samuel Gompers Middle School
1098,LAUSD,samuel-gompers-middle-school-steam-magnet-234-e-112th-st-lausd,234 E 112th St,Los Angeles,323-241-4000,No Data,Samuel Gompers Middle School STEAM Magnet
1099,LAUSD,samuel-gompers-ms-university-pathways-medical-magnet-academy-11227-s-san-pedro-st-lausd,11227 S San Pedro St,Los Angeles,323-241-4060,No Data,Samuel Gompers MS University Pathways Medical Magnet Academy
1100,LAUSD,san-antonio-continuation-high-2911-belgrave-ave-lausd,2911 Belgrave Ave,Huntington Park,323-826-2420,No Data,San Antonio Continuation High
1101,LAUSD,san-antonio-elementary-6222-state-st-lausd,6222 State St,Huntington Park,323-582-1250,No Data,San Antonio Elementary
1102,LAUSD,san-antonio-elementary-stem-magnet-6222-state-st-lausd,6222 State St,Huntington Park,323-582-1250,No Data,San Antonio Elementary STEM Magnet
1103,LAUSD,san-fernando-elementary-1130-mott-st-lausd,1130 Mott St,San Fernando,818-365-3201,No Data,San Fernando Elementary
1104,LAUSD,san-fernando-elementary-dl-two-way-im-spanish-1130-mott-st-lausd,1130 Mott St,San Fernando,818-365-3201,,San Fernando Elementary DL Two-Way Im Spanish
1105,LAUSD,san-fernando-middle-school-130-n-brand-blvd-lausd,130 N Brand Blvd,San Fernando,818-837-5400,No Data,San Fernando Middle School
1106,LAUSD,san-fernando-ms-institute-of-applied-media-(sfiam)-130-n-brand-blvd-lausd,130 N Brand Blvd,San Fernando,818-837-5455,No Data,San Fernando MS Institute of Applied Media (SFIAM)
1107,LAUSD,san-fernando-senior-high-11133-o'melveny-ave-lausd,11133 O'Melveny Ave,San Fernando,818-898-7600,No Data,San Fernando Senior High
1108,LAUSD,san-fernando-senior-high-science/tech/math-magnet-11133-o'melveny-ave-lausd,11133 O'Melveny Ave,San Fernando,818-898-7910,No Data,San Fernando Senior High Science/Tech/Math Magnet
1109,LAUSD,san-gabriel-avenue-elementary-8628-san-gabriel-ave-lausd,8628 San Gabriel Ave,South Gate,323-567-1488,No Data,San Gabriel Avenue Elementary
1110,LAUSD,san-gabriel-avenue-elementary-dl-two-way-im-spanish-8628-san-gabriel-av-lausd,8628 San Gabriel Av,South Gate,323-567-1488,No Data,San Gabriel Avenue Elementary DL Two-Way Im Spanish
1111,LAUSD,san-jose-street-elementary-14928-clymer-st-lausd,14928 Clymer St,Mission Hills,818-365-3218,No Data,San Jose Street Elementary
1112,LAUSD,san-jose-street-elementary-highly-gifted-magnet-14928-clymer-st-lausd,14928 Clymer St,Mission Hills,818-361-4325,No Data,San Jose Street Elementary Highly Gifted Magnet
1113,LAUSD,san-miguel-elementary-9801-san-miguel-ave-lausd,9801 San Miguel Ave,South Gate,323-567-0511,No Data,San Miguel Elementary
1114,LAUSD,san-miguel-elementary-dl-two-way-im-spanish-9801-san-miguel-ave-lausd,9801 San Miguel Ave,South Gate,323-567-0511,No Data,San Miguel Elementary DL Two-Way Im Spanish
1115,LAUSD,san-miguel-elementary-dl-world-lang-im-mandarin-9801-san-miguel-av-lausd,9801 San Miguel Av,South Gate,323-567-0511,,San Miguel Elementary DL World Lang Im Mandarin
1116,LAUSD,san-miguel-elementary-steam-magnet-9801-san-miguel-ave-lausd,9801 San Miguel Ave,South Gate,323-567-0511,No Data,San Miguel Elementary STEAM Magnet
1117,LAUSD,san-pascual-avenue-elementary-steam-magnet-815-san-pascual-ave-lausd,815 San Pascual Ave,Los Angeles,323-255-8354,,San Pascual Avenue Elementary STEAM Magnet
1118,LAUSD,san-pedro-senior-high-1001-w-15th-st-lausd,1001 W 15th St,San Pedro,310-241-5800,No Data,San Pedro Senior High
1119,LAUSD,san-pedro-senior-high-gifted-steam-magnet-1001-w-15th-st-lausd,1001 W 15th St,San Pedro,310-241-5800,No Data,San Pedro Senior High Gifted STEAM Magnet
1120,LAUSD,san-pedro-senior-high-marine-science/tech/math-magnet-3210-s-alma-st-lausd,3210 S Alma St,San Pedro,310-519-6500,,San Pedro Senior High Marine Science/Tech/Math Magnet
1121,LAUSD,san-pedro-senior-high-police-academy-magnet-3210-s-alma-st-lausd,3210 S Alma St,San Pedro,310-519-6500,,San Pedro Senior High Police Academy Magnet
1122,LAUSD,san-pedro-senior-high-visual/perf-arts-magnet-1001-w-15th-st-lausd,1001 W 15th St,San Pedro,310-241-5901,No Data,San Pedro Senior High Visual/Perf Arts Magnet
1123,LAUSD,san-pedro-street-elementary-1635-s-san-pedro-st-lausd,1635 S San Pedro St,Los Angeles,213-747-9538,No Data,San Pedro Street Elementary
1124,LAUSD,santee-education-complex-1921-s-maple-ave-lausd,1921 S Maple Ave,Los Angeles,213-763-1000,No Data,Santee Education Complex
1125,LAUSD,sara-coughlin-elementary-school-11035-borden-ave-lausd,11035 Borden Ave,Pacoima,818-686-6428,No Data,Sara Coughlin Elementary School
1126,LAUSD,saticoy-elementary-7850-ethel-ave-lausd,7850 Ethel Ave,North Hollywood,818-765-0783,No Data,Saticoy Elementary
1127,LAUSD,saticoy-elementary-dl-two-way-im-armenian-7850-ethel-ave-lausd,7850 Ethel Ave,North Hollywood,818-765-0783,,Saticoy Elementary DL Two-Way Im Armenian
1128,LAUSD,saturn-street-elementary-5360-saturn-st-lausd,5360 Saturn St,Los Angeles,323-931-1688,No Data,Saturn Street Elementary
1129,LAUSD,saturn-street-elementary-arts/media-magnet-5360-saturn-st-lausd,5360 Saturn St,Los Angeles,323-931-1688,No Data,Saturn Street Elementary Arts/Media Magnet
1130,LAUSD,secondary-community-day-school-727-s-wilson-st-lausd,727 S Wilson St,Los Angeles,213-239-5656,,Secondary Community Day School
1131,LAUSD,serrania-avenue-charter-for-enriched-studies-5014-serrania-ave-lausd,5014 Serrania Ave,Woodland Hills,818-340-6700,No Data,Serrania Avenue Charter for Enriched Studies
1132,LAUSD,sharp-avenue-elementary-13800-pierce-st-lausd,13800 Pierce St,Arleta,818-896-9573,No Data,Sharp Avenue Elementary
1133,LAUSD,shenandoah-street-elementary-2450-shenandoah-st-lausd,2450 Shenandoah St,Los Angeles,310-838-3142,No Data,Shenandoah Street Elementary
1134,LAUSD,sheridan-street-elementary-416-n-cornwell-st-lausd,416 N Cornwell St,Los Angeles,323-263-9818,No Data,Sheridan Street Elementary
1135,LAUSD,sheridan-street-elementary-dl-two-way-im-spanish-416-n-cornwell-st-lausd,416 N Cornwell St,Los Angeles,323-263-9818,No Data,Sheridan Street Elementary DL Two-Way Im Spanish
1136,LAUSD,sherman-oaks-center-for-enriched-studies-(soces)-magnet-18605-erwin-st-lausd,18605 Erwin St,Reseda,818-758-5600,No Data,Sherman Oaks Center for Enriched Studies (SOCES) Magnet
1137,LAUSD,sherman-oaks-elementary-charter-school-14755-greenleaf-st-lausd,14755 Greenleaf St,Sherman Oaks,818-784-8283,No Data,Sherman Oaks Elementary Charter School
1138,LAUSD,shirley-avenue-elementary-19452-hart-st-lausd,19452 Hart St,Reseda,818-342-6183,No Data,Shirley Avenue Elementary
1139,LAUSD,short-avenue-elementary-12814-maxella-ave-lausd,12814 Maxella Ave,Los Angeles,310-397-4234,No Data,Short Avenue Elementary
1140,LAUSD,sierra-park-elementary-3170-budau-ave-lausd,3170 Budau Ave,Los Angeles,323-223-1081,No Data,Sierra Park Elementary
1141,LAUSD,sierra-vista-elementary-4342-alpha-st-lausd,4342 Alpha St,Los Angeles,323-222-2530,No Data,Sierra Vista Elementary
1142,LAUSD,simon-rodia-continuation-high-2701-sequoia-dr-lausd,2701 Sequoia Dr,South Gate,323-569-7140,No Data,Simon Rodia Continuation High
1143,LAUSD,solano-avenue-elementary-615-solano-ave-lausd,615 Solano Ave,Los Angeles,323-223-4291,No Data,Solano Avenue Elementary
1144,LAUSD,sonia-sotomayor-art/sciences-magnet-2050-n-san-fernando-rd-lausd,2050 N San Fernando Rd,Los Angeles,323-276-5535,No Data,Sonia Sotomayor Art/Sciences Magnet
1145,LAUSD,sophia-t-salvin-special-education-center-1925-budlong-ave-lausd,1925 Budlong Ave,Los Angeles,323-731-0703,No Data,Sophia T Salvin Special Education Center
1146,LAUSD,soto-street-elementary-1020-s-soto-st-lausd,1020 S Soto St,Los Angeles,323-262-6513,No Data,Soto Street Elementary
1147,LAUSD,south-east-senior-high-2720-tweedy-blvd-lausd,2720 Tweedy Blvd,South Gate,323-568-3400,No Data,South East Senior High
1148,LAUSD,south-east-senior-high-steam-magnet-2720-tweedy-blvd-lausd,2720 Tweedy Blvd,South Gate,323-568-3400,,South East Senior High STEAM Magnet
1149,LAUSD,south-gate-middle-school-4100-firestone-blvd-lausd,4100 Firestone Blvd,South Gate,323-568-4000,No Data,South Gate Middle School
1150,LAUSD,south-gate-middle-school-science/tech/math-magnet-4100-firestone-blvd-lausd,4100 Firestone Blvd,South Gate,323-568-4000,,South Gate Middle School Science/Tech/Math Magnet
1151,LAUSD,south-gate-senior-high-3351-firestone-blvd-lausd,3351 Firestone Blvd,South Gate,323-568-5600,No Data,South Gate Senior High
1152,LAUSD,south-gate-senior-high-pub-service/biomed-magnet-3351-firestone-bl-lausd,3351 Firestone Bl,South Gate,323-568-5600,,South Gate Senior High Pub Service/Biomed Magnet
1153,LAUSD,south-park-elementary-8510-towne-ave-lausd,8510 Towne Ave,Los Angeles,323-753-4591,No Data,South Park Elementary
1154,LAUSD,south-park-elementary-dl-two-way-im-spanish-8510-towne-ave-lausd,8510 Towne Ave,Los Angeles,323-753-4591,,South Park Elementary DL Two-Way Im Spanish
1155,LAUSD,south-shores-elementary-performing-arts-magnet-2060-w-35th-st-lausd,2060 W 35th St,San Pedro,310-832-6596,,South Shores Elementary Performing Arts Magnet
1156,LAUSD,southeast-middle-school-2560-tweedy-blvd-lausd,2560 Tweedy Blvd,South Gate,323-568-3100,No Data,Southeast Middle School
1157,LAUSD,southeast-middle-school-dreams-magnet-2560-tweedy-blvd-lausd,2560 Tweedy Blvd,South Gate,323-568-3100,,Southeast Middle School DREAMS Magnet
1158,LAUSD,stagg-street-elementary-7839-amestoy-ave-lausd,7839 Amestoy Ave,Lake Balboa,818-881-9850,No Data,Stagg Street Elementary
1159,LAUSD,stanford-avenue-elementary-2833-illinois-ave-lausd,2833 Illinois Ave,South Gate,323-569-8117,No Data,Stanford Avenue Elementary
1160,LAUSD,stanford-avenue-elementary-dl-two-way-im-spanish-2833-illinois-ave-lausd,2833 Illinois Ave,South Gate,323-569-8117,No Data,Stanford Avenue Elementary DL Two-Way Im Spanish
1161,LAUSD,stanford-avenue-primary-center-3020-kansas-ave-lausd,3020 Kansas Ave,South Gate,323-563-9208,No Data,Stanford Avenue Primary Center
1162,LAUSD,stanford-avenue-primary-center-elementary-dl-two-way-im-span-3020-kansas-av-lausd,3020 Kansas Av,South Gate,323-563-9208,,Stanford Avenue Primary Center Elementary DL Two-Way Im Span
1163,LAUSD,stanley-mosk-elementary-school-7335-lubao-ave-lausd,7335 Lubao Ave,Winnetka,818-700-2020,No Data,Stanley Mosk Elementary School
1164,LAUSD,stanley-mosk-elementary-steam-magnet-7335-lubao-ave-lausd,7335 Lubao Ave,Winnetka,818-700-2020,No Data,Stanley Mosk Elementary STEAM Magnet
1165,LAUSD,state-street-elementary-3211-santa-ana-st-lausd,3211 Santa Ana St,South Gate,323-582-7358,No Data,State Street Elementary
1166,LAUSD,state-street-elementary-dl-two-way-im-spanish-3211-santa-ana-st-lausd,3211 Santa Ana St,South Gate,323-582-7358,No Data,State Street Elementary DL Two-Way Im Spanish
1167,LAUSD,stephen-m-white-middle-school-22102-s-figueroa-st-lausd,22102 S Figueroa St,Carson,310-783-4900,No Data,Stephen M White Middle School
1168,LAUSD,stephen-m-white-middle-school-steam-magnet-22102-s-figueroa-st-lausd,22102 S Figueroa St,Carson,310-783-4900,No Data,Stephen M White Middle School STEAM Magnet
1169,LAUSD,stonehurst-avenue-elementary-steam-magnet-9851-stonehurst-ave-lausd,9851 Stonehurst Ave,Sun Valley,818-767-8014,No Data,Stonehurst Avenue Elementary STEAM Magnet
1170,LAUSD,stoner-avenue-elementary-11735-braddock-dr-lausd,11735 Braddock Dr,Culver City,310-390-3396,No Data,Stoner Avenue Elementary
1171,LAUSD,stoner-avenue-elementary-dl-one-way-im-spanish-11735-braddock-dr-lausd,11735 Braddock Dr,Culver City,310-390-3396,No Data,Stoner Avenue Elementary DL One-Way Im Spanish
1172,LAUSD,stoney-point-continuation-high-10010-de-soto-ave-lausd,10010 De Soto Ave,Chatsworth,818-678-3491,No Data,Stoney Point Continuation High
1173,LAUSD,strathern-street-elementary-7939-st-clair-ave-lausd,7939 St Clair Ave,North Hollywood,818-765-4234,No Data,Strathern Street Elementary
1174,LAUSD,sun-valley-magnet:-biomed-science-engineering-&-leadership-7330-bakman-ave-lausd,7330 Bakman Ave,Sun Valley,818-255-5100,,Sun Valley Magnet: Biomed Science Engineering & Leadership
1175,LAUSD,sun-valley-magnet:-engineering-technology-7330-bakman-ave-lausd,7330 Bakman Ave,Sun Valley,818-255-5100,,Sun Valley Magnet: Engineering Technology
1176,LAUSD,sun-valley-magnet:-environmental-studies-7330-bakman-ave-lausd,7330 Bakman Ave,Sun Valley,818-255-5100,,Sun Valley Magnet: Environmental Studies
1177,LAUSD,sunland-elementary-8350-hillrose-st-lausd,8350 Hillrose St,Sunland,818-353-1631,No Data,Sunland Elementary
1178,LAUSD,sunland-elementary-gifted-magnet-8350-hillrose-st-lausd,8350 Hillrose St,Sunland,818-353-1631,No Data,Sunland Elementary Gifted Magnet
1179,LAUSD,sunny-brae-avenue-elementary-20620-arminta-st-lausd,20620 Arminta St,Winnetka,818-341-0931,No Data,Sunny Brae Avenue Elementary
1180,LAUSD,sunny-brae-avenue-elementary-dl-two-way-im-spanish-20620-arminta-st-lausd,20620 Arminta St,Winnetka,818-341-0931,No Data,Sunny Brae Avenue Elementary DL Two-Way Im Spanish
1181,LAUSD,sunny-brae-avenue-elementary-global-awareness-magnet-20620-arminta-st-lausd,20620 Arminta St,Winnetka,818-341-0931,No Data,Sunny Brae Avenue Elementary Global Awareness Magnet
1182,LAUSD,sunrise-elementary-2821-e-7th-st-lausd,2821 E 7th St,Los Angeles,323-263-6744,No Data,Sunrise Elementary
1183,LAUSD,sunrise-elementary-dl-two-way-im-spanish-2821-e-7th-st-lausd,2821 E 7th St,Los Angeles,323-263-6744,,Sunrise Elementary DL Two-Way Im Spanish
1184,LAUSD,superior-street-elementary-9756-oso-ave-lausd,9756 Oso Ave,Chatsworth,818-349-1410,No Data,Superior Street Elementary
1185,LAUSD,susan-miller-dorsey-senior-high-3537-farmdale-ave-lausd,3537 Farmdale Ave,Los Angeles,323-298-8400,No Data,Susan Miller Dorsey Senior High
1186,LAUSD,susan-miller-dorsey-senior-high-firefighter/ems-magnet-3537-farmdale-ave-lausd,3537 Farmdale Ave,Los Angeles,323-298-8400,No Data,Susan Miller Dorsey Senior High Firefighter/EMS Magnet
1187,LAUSD,susan-miller-dorsey-senior-high-science/tech/math-magnet-3537-farmdale-ave-lausd,3537 Farmdale Ave,Los Angeles,323-298-8400,No Data,Susan Miller Dorsey Senior High Science/Tech/Math Magnet
1188,LAUSD,susan-miller-dorsey-senior-high-sports-medicine/law-magnet-3537-farmdale-ave-lausd,3537 Farmdale Ave,Los Angeles,323-298-8400,No Data,Susan Miller Dorsey Senior High Sports Medicine/Law Magnet
1189,LAUSD,sven-lokrantz-special-education-center-19451-wyandotte-st-lausd,19451 Wyandotte St,Reseda,818-886-8980,No Data,Sven Lokrantz Special Education Center
1190,LAUSD,sylmar-academy-biotech-health/eng-magnet-13050-borden-ave-lausd,13050 Borden Ave,Sylmar,818-833-3723,,Sylmar Academy Biotech Health/Eng Magnet
1191,LAUSD,sylmar-charter-high-school-13050-borden-ave-lausd,13050 Borden Ave,Sylmar,818-833-3700,james.lee@lausd.net,Sylmar Charter High School
1192,LAUSD,sylmar-charter-high-school-sci/tech/math-magnet-13050-borden-ave-lausd,13050 Borden Ave,Sylmar,818-833-3776,,Sylmar Charter High School Sci/Tech/Math Magnet
1193,LAUSD,sylmar-elementary-13291-phillippi-ave-lausd,13291 Phillippi Ave,Sylmar,818-367-1078,No Data,Sylmar Elementary
1194,LAUSD,sylmar-leadership-academy-14550-bledsoe-st-lausd,14550 Bledsoe St,Sylmar,818-367-1300,No Data,Sylmar Leadership Academy
1195,LAUSD,sylvan-park-elementary-6238-noble-ave-lausd,6238 Noble Ave,Van Nuys,818-988-4020,No Data,Sylvan Park Elementary
1196,LAUSD,taper-avenue-elementary-1824-taper-ave-lausd,1824 Taper Ave,San Pedro,310-832-3056,No Data,Taper Avenue Elementary
1197,LAUSD,taper-avenue-elementary-steam-magnet-1824-taper-ave-lausd,1824 Taper Ave,San Pedro,310-832-3056,No Data,Taper Avenue Elementary STEAM Magnet
1198,LAUSD,tarzana-elementary-5726-topeka-dr-lausd,5726 Topeka Dr,Tarzana,818-881-1424,No Data,Tarzana Elementary
1199,LAUSD,telfair-avenue-elementary-10975-telfair-ave-lausd,10975 Telfair Ave,Pacoima,818-896-7411,No Data,Telfair Avenue Elementary
1200,LAUSD,telfair-avenue-elementary-dl-two-way-im-spanish-10975-telfair-ave-lausd,10975 Telfair Ave,Pacoima,818-896-7411,No Data,Telfair Avenue Elementary DL Two-Way Im Spanish
1201,LAUSD,teresa-p-hughes-elementary-4242-clara-st-lausd,4242 Clara St,Cudahy,323-560-4422,No Data,Teresa P Hughes Elementary
1202,LAUSD,teresa-p-hughes-elementary-science/tech/math-magnet-4242-clara-st-lausd,4242 Clara St,Cudahy,323-560-4422,,Teresa P Hughes Elementary Science/Tech/Math Magnet
1203,LAUSD,the-science-academy-stem-magnet-5525-vineland-ave-lausd,5525 Vineland Ave,North Hollywood,818-753-4470,No Data,The Science Academy STEM Magnet
1204,LAUSD,theodore-roosevelt-senior-high-456-s-mathews-st-lausd,456 S Mathews St,Los Angeles,323-780-6500,No Data,Theodore Roosevelt Senior High
1205,LAUSD,theodore-roosevelt-senior-high-law/public-services-magnet-456-s-mathews-st-lausd,456 S Mathews St,Los Angeles,323-780-6500,No Data,Theodore Roosevelt Senior High Law/Public Services Magnet
1206,LAUSD,thomas-a-edison-middle-school-6500-hooper-ave-lausd,6500 Hooper Ave,Los Angeles,323-826-2500,No Data,Thomas A Edison Middle School
1207,LAUSD,thomas-bradley-global-awareness-magnet-3875-dublin-ave-lausd,3875 Dublin Ave,Los Angeles,323-292-8195,No Data,Thomas Bradley Global Awareness Magnet
1208,LAUSD,thomas-jefferson-senior-high-1319-e-41st-st-lausd,1319 E 41st St,Los Angeles,323-521-1200,No Data,Thomas Jefferson Senior High
1209,LAUSD,thomas-riley-high-school---cyesis-1524-e-103rd-st-lausd,1524 E 103rd St,Los Angeles,323-563-6692,No Data,Thomas Riley High School - CYESIS
1210,LAUSD,thomas-starr-king-middle-school-gifted/arts/technology-mag-4201-fountain-ave-lausd,4201 Fountain Ave,Los Angeles,323-644-6700,,Thomas Starr King Middle School Gifted/Arts/Technology Mag
1211,LAUSD,thomas-starr-king-middle-school-magnet:-film-and-media-4201-fountain-ave-lausd,4201 Fountain Ave,Los Angeles,323-644-6700,No Data,Thomas Starr King Middle School Magnet: Film and Media
1212,LAUSD,thomas-starr-king-ms-env-sci/tech/engineering/arts/math-mag-4201-fountain-ave-lausd,4201 Fountain Ave,Los Angeles,323-644-6700,,Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag
1213,LAUSD,toland-way-elementary-4545-toland-way-lausd,4545 Toland Way,Los Angeles,323-255-3142,No Data,Toland Way Elementary
1214,LAUSD,toluca-lake-elementary-4840-cahuenga-blvd-lausd,4840 Cahuenga Blvd,North Hollywood,818-761-3339,No Data,Toluca Lake Elementary
1215,LAUSD,topanga-elementary-charter-school-22075-topanga-school-rd-lausd,22075 Topanga School Rd,Topanga,310-455-3711,No Data,Topanga Elementary Charter School
1216,LAUSD,topeka-drive-charter-for-advanced-studies-9815-topeka-dr-lausd,9815 Topeka Dr,Northridge,818-886-2266,No Data,Topeka Drive Charter for Advanced Studies
1217,LAUSD,towne-avenue-elementary-18924-towne-ave-lausd,18924 Towne Ave,Carson,310-329-3505,No Data,Towne Avenue Elementary
1218,LAUSD,tri-c-community-day-school-716-e-14th-st--2nd-floor-lausd,716 E 14th St- 2nd Floor,Los Angeles,213-745-1901,,Tri-C Community Day School
1219,LAUSD,trinity-street-elementary-3736-trinity-st-lausd,3736 Trinity St,Los Angeles,323-232-2358,No Data,Trinity Street Elementary
1220,LAUSD,trinity-street-elementary-dl-two-way-im-spanish-3736-trinity-st-lausd,3736 Trinity St,Los Angeles,323-232-2358,No Data,Trinity Street Elementary DL Two-Way Im Spanish
1221,LAUSD,tulsa-street-elementary-10900-hayvenhurst-ave-lausd,10900 Hayvenhurst Ave,Granada Hills,818-363-5061,No Data,Tulsa Street Elementary
1222,LAUSD,tweedy-elementary-9724-pinehurst-ave-lausd,9724 Pinehurst Ave,South Gate,323-568-2828,No Data,Tweedy Elementary
1223,LAUSD,tweedy-elementary-dl-two-way-im-spanish-9724-pinehurst-ave-lausd,9724 Pinehurst Ave,South Gate,323-568-2828,,Tweedy Elementary DL Two-Way Im Spanish
1224,LAUSD,ulysses-s-grant-senior-high-13000-oxnard-st-lausd,13000 Oxnard St,Van Nuys,818-756-2700,No Data,Ulysses S Grant Senior High
1225,LAUSD,ulysses-s-grant-senior-high-college-prep/digital-arts-magnet-13000-oxnard-st-lausd,13000 Oxnard St,Van Nuys,818-756-2700,,Ulysses S Grant Senior High College Prep/Digital Arts Magnet
1226,LAUSD,ulysses-s-grant-senior-high-hum-for-interdis-studies-magnet-13000-oxnard-st-lausd,13000 Oxnard St,Van Nuys,818-756-2700,,Ulysses S Grant Senior High Hum for Interdis Studies Magnet
1227,LAUSD,union-avenue-elementary-150-s-burlington-ave-lausd,150 S Burlington Ave,Los Angeles,213-483-1345,No Data,Union Avenue Elementary
1228,LAUSD,university-charter-hs-math/art/sci/tech-magnet-11800-texas-ave-lausd,11800 Texas Ave,Los Angeles,310-914-3606,,University Charter HS Math/Art/Sci/Tech Magnet
1229,LAUSD,university-high-school-charter-11800-texas-ave-lausd,11800 Texas Ave,Los Angeles,310-914-3500,No Data,University High School Charter
1230,LAUSD,utah-street-elementary-255-gabriel-garcia-marquez-st-lausd,255 Gabriel Garcia Marquez St,Los Angeles,323-261-1171,No Data,Utah Street Elementary
1231,LAUSD,valerio-street-elementary-15035-valerio-st-lausd,15035 Valerio St,Van Nuys,818-785-8683,No Data,Valerio Street Elementary
1232,LAUSD,valley-academy-of-arts-and-sciences-10445-balboa-blvd-lausd,10445 Balboa Blvd,Granada Hills,818-832-7750,No Data,Valley Academy of Arts and Sciences
1233,LAUSD,valley-oaks-center-for-enriched-studies-(voces)-magnet-9171-telfair-ave-lausd,9171 Telfair Ave,Sun Valley,818-394-4600,vocesmagnet@lausd.net,Valley Oaks Center for Enriched Studies (VOCES) Magnet
1234,LAUSD,valley-view-elementary-6921-woodrow-wilson-dr-lausd,6921 Woodrow Wilson Dr,Los Angeles,323-851-0020,No Data,Valley View Elementary
1235,LAUSD,van-deene-avenue-elementary-826-w-javelin-st-lausd,826 W Javelin St,Torrance,310-320-8680,No Data,Van Deene Avenue Elementary
1236,LAUSD,van-gogh-charter-17160-van-gogh-st-lausd,17160 Van Gogh St,Granada Hills,818-360-2141,No Data,Van Gogh Charter
1237,LAUSD,van-ness-avenue-elementary-501-n-van-ness-ave-lausd,501 N Van Ness Ave,Los Angeles,323-469-0992,No Data,Van Ness Avenue Elementary
1238,LAUSD,van-nuys-elementary-6464-sylmar-ave-lausd,6464 Sylmar Ave,Van Nuys,818-785-2195,No Data,Van Nuys Elementary
1239,LAUSD,van-nuys-middle-school-5435-vesper-ave-lausd,5435 Vesper Ave,Van Nuys,818-267-5900,No Data,Van Nuys Middle School
1240,LAUSD,van-nuys-middle-school-steam-magnet-5435-vesper-ave-lausd,5435 Vesper Ave,Van Nuys,818-267-5900,,Van Nuys Middle School STEAM Magnet
1241,LAUSD,van-nuys-senior-high-6535-cedros-ave-lausd,6535 Cedros Ave,Van Nuys,818-778-6800,No Data,Van Nuys Senior High
1242,LAUSD,van-nuys-senior-high-medical-magnet-6535-cedros-ave-lausd,6535 Cedros Ave,Van Nuys,818-778-6800,No Data,Van Nuys Senior High Medical Magnet
1243,LAUSD,van-nuys-senior-high-performing-arts-magnet-6535-cedros-ave-lausd,6535 Cedros Ave,Van Nuys,818-778-6800,,Van Nuys Senior High Performing Arts Magnet
1244,LAUSD,van-nuys-senior-high-science/tech/math-magnet-6535-cedros-ave-lausd,6535 Cedros Ave,Van Nuys,818-778-6800,No Data,Van Nuys Senior High Science/Tech/Math Magnet
1245,LAUSD,vanalden-avenue-elementary-19019-delano-st-lausd,19019 Delano St,Reseda,818-342-5131,No Data,Vanalden Avenue Elementary
1246,LAUSD,vena-avenue-elementary-9377-vena-ave-lausd,9377 Vena Ave,Arleta,818-896-9551,No Data,Vena Avenue Elementary
1247,LAUSD,vena-avenue-elementary-gifted-magnet-9377-vena-ave-lausd,9377 Vena Ave,Pacoima,818-896-9551,No Data,Vena Avenue Elementary Gifted Magnet
1248,LAUSD,venice-senior-high-13000-venice-blvd-lausd,13000 Venice Blvd,Los Angeles,310-577-4200,No Data,Venice Senior High
1249,LAUSD,venice-senior-high-science-tech-engineering-medical-math-mag-13000-venice-blvd-lausd,13000 Venice Blvd,Los Angeles,310-577-4200,,Venice Senior High Science Tech Engineering Medical Math Mag
