id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
3342,3342,,,,,,,,,2777,Aegean Academy (Redondo Beach Unified),Redondo Beach Unified,2229 Voorhees Ave.,Aegean Academy (Redondo Beach Unified),Aegean Academy ,2229-voorhees-ave-aegean-academy--,2229-voorhees-ave-aegean-academy--,,True,
3343,3343,,,,,,,,,2778,Alta Vista Elementary (Redondo Beach Unified),Redondo Beach Unified,815 Knob Hill Ave.,Alta Vista Elementary (Redondo Beach Unified),Alta Vista Elementary ,815-knob-hill-ave-alta-vista-elementary--,815-knob-hill-ave-alta-vista-elementary--,,True,
3344,3344,,,,,,,,,2779,Ambassador High School (Redondo Beach Unified),Redondo Beach Unified,"2300 Crenshaw Blvd, Bldg. B",Ambassador High School (Redondo Beach Unified),Ambassador High School ,"2300-crenshaw-blvd,-bldg-b-ambassador-high-school--","2300-crenshaw-blvd,-bldg-b-ambassador-high-school--",,True,
3345,3345,,,,,,,,,2780,Beryl Heights Elementary (Redondo Beach Unified),Redondo Beach Unified,920 Beryl St.,Beryl Heights Elementary (Redondo Beach Unified),Beryl Heights Elementary ,920-beryl-st-beryl-heights-elementary--,920-beryl-st-beryl-heights-elementary--,,True,
3346,3346,,,,,,,,,2781,Birney Elementary (Redondo Beach Unified),Redondo Beach Unified,1600 Green Ln.,Birney Elementary (Redondo Beach Unified),Birney Elementary ,1600-green-ln-birney-elementary--,1600-green-ln-birney-elementary--,,True,
3347,3347,,,,,,,,,2782,Jefferson Elementary (Redondo Beach Unified),Redondo Beach Unified,600 Harkness Ln.,Jefferson Elementary (Redondo Beach Unified),Jefferson Elementary ,600-harkness-ln-jefferson-elementary--,600-harkness-ln-jefferson-elementary--,,True,
3348,3348,,,,,,,,,2783,Lincoln Elementary (Redondo Beach Unified),Redondo Beach Unified,2223 Plant Ave.,Lincoln Elementary (Redondo Beach Unified),Lincoln Elementary ,2223-plant-ave-lincoln-elementary--,2223-plant-ave-lincoln-elementary--,,True,
3349,3349,,,,,,,,,2784,Madison Elementary (Redondo Beach Unified),Redondo Beach Unified,2200 MacKay Ln.,Madison Elementary (Redondo Beach Unified),Madison Elementary ,2200-mackay-ln-madison-elementary--,2200-mackay-ln-madison-elementary--,,True,
3350,3350,,,,,,,,,2785,Parras (Nick G.) Middle (Redondo Beach Unified),Redondo Beach Unified,200 North Lucia,Parras (Nick G.) Middle (Redondo Beach Unified),Parras (Nick G.) Middle ,200-north-lucia-parras-(nick-g)-middle--,200-north-lucia-parras-(nick-g)-middle--,,True,
3351,3351,,,,,,,,,2786,Patricia Dreizler Continuation High (Redondo Beach Unified),Redondo Beach Unified,1000 Del Amo St.,Patricia Dreizler Continuation High (Redondo Beach Unified),Patricia Dreizler Continuation High ,1000-del-amo-st-patricia-dreizler-continuation-high--,1000-del-amo-st-patricia-dreizler-continuation-high--,,True,
3352,3352,,,,,,,,,2787,Redondo Beach Learning Academy (Redondo Beach Unified),Redondo Beach Unified,1000 Del Amo St.,Redondo Beach Learning Academy (Redondo Beach Unified),Redondo Beach Learning Academy ,1000-del-amo-st-redondo-beach-learning-academy--,1000-del-amo-st-redondo-beach-learning-academy--,,True,
3353,3353,,,,,,,,,2788,Redondo Union High (Redondo Beach Unified),Redondo Beach Unified,One Sea Hawk Way,Redondo Union High (Redondo Beach Unified),Redondo Union High ,one-sea-hawk-way-redondo-union-high--,one-sea-hawk-way-redondo-union-high--,,True,
3354,3354,,,,,,,,,2789,South Bay Adult (Redondo Beach Unified),Redondo Beach Unified,3401 Inglewood Ave.,South Bay Adult (Redondo Beach Unified),South Bay Adult ,3401-inglewood-ave-south-bay-adult--,3401-inglewood-ave-south-bay-adult--,,True,
3355,3355,,,,,,,,,2790,South Bay Faith Academy (Redondo Beach Unified),Redondo Beach Unified,101 South Pacific Coast Hwy.,South Bay Faith Academy (Redondo Beach Unified),South Bay Faith Academy ,101-south-pacific-coast-hwy-south-bay-faith-academy--,101-south-pacific-coast-hwy-south-bay-faith-academy--,,True,
3356,3356,,,,,,,,,2791,St. Lawrence Martyr Elementary (Redondo Beach Unified),Redondo Beach Unified,1950 South Prospect Ave.,St. Lawrence Martyr Elementary (Redondo Beach Unified),St. Lawrence Martyr Elementary ,1950-south-prospect-ave-st-lawrence-martyr-elementary--,1950-south-prospect-ave-st-lawrence-martyr-elementary--,,True,
3357,3357,,,,,,,,,2792,Rise Kohyang Elementary (Rise Kohyang District),Rise Kohyang District,600 South La Fayette Park Pl.,Rise Kohyang Elementary (Rise Kohyang District),Rise Kohyang Elementary ,600-south-la-fayette-park-pl-rise-kohyang-elementary--,600-south-la-fayette-park-pl-rise-kohyang-elementary--,,True,
3358,3358,,,,,,,,,2793,Rise Kohyang High (Rise Kohyang District),Rise Kohyang District,600 South Lafayette Park Pl.,Rise Kohyang High (Rise Kohyang District),Rise Kohyang High ,600-south-lafayette-park-pl-rise-kohyang-high--,600-south-lafayette-park-pl-rise-kohyang-high--,,True,
3359,3359,,,,,,,,,2794,Rise Kohyang Middle (Rise Kohyang District),Rise Kohyang District,"3020 Wilshire Blvd., 2nd Fl.",Rise Kohyang Middle (Rise Kohyang District),Rise Kohyang Middle ,"3020-wilshire-blvd,-2nd-fl-rise-kohyang-middle--","3020-wilshire-blvd,-2nd-fl-rise-kohyang-middle--",,True,
3360,3360,,,,,,,,,2795,Emma W. Shuey Elementary (Rosemead Elementary),Rosemead Elementary,8472 East Wells St.,Emma W. Shuey Elementary (Rosemead Elementary),Emma W. Shuey Elementary ,8472-east-wells-st-emma-w-shuey-elementary--,8472-east-wells-st-emma-w-shuey-elementary--,,True,
3361,3361,,,,,,,,,2796,Encinita Elementary (Rosemead Elementary),Rosemead Elementary,4515 North Encinita Ave.,Encinita Elementary (Rosemead Elementary),Encinita Elementary ,4515-north-encinita-ave-encinita-elementary--,4515-north-encinita-ave-encinita-elementary--,,True,
3362,3362,,,,,,,,,2797,Mildred B. Janson Elementary (Rosemead Elementary),Rosemead Elementary,8628 East Marshall,Mildred B. Janson Elementary (Rosemead Elementary),Mildred B. Janson Elementary ,8628-east-marshall-mildred-b-janson-elementary--,8628-east-marshall-mildred-b-janson-elementary--,,True,
3363,3363,,,,,,,,,2798,Muscatel Middle (Rosemead Elementary),Rosemead Elementary,4201 North Ivar Ave.,Muscatel Middle (Rosemead Elementary),Muscatel Middle ,4201-north-ivar-ave-muscatel-middle--,4201-north-ivar-ave-muscatel-middle--,,True,
3364,3364,,,,,,,,,2799,Rosemead Christian School (Rosemead Elementary),Rosemead Elementary,9032 E. Mission Dr.,Rosemead Christian School (Rosemead Elementary),Rosemead Christian School ,9032-e-mission-dr-rosemead-christian-school--,9032-e-mission-dr-rosemead-christian-school--,,True,
3365,3365,,,,,,,,,2800,Savannah Elementary (Rosemead Elementary),Rosemead Elementary,3720 North Rio Hondo Ave.,Savannah Elementary (Rosemead Elementary),Savannah Elementary ,3720-north-rio-hondo-ave-savannah-elementary--,3720-north-rio-hondo-ave-savannah-elementary--,,True,
3366,3366,,,,,,,,,2801,California University Preparatory School (Rowland Unified),Rowland Unified,18760 Colima Rd.,California University Preparatory School (Rowland Unified),California University Preparatory School ,18760-colima-rd-california-university-preparatory-school--,18760-colima-rd-california-university-preparatory-school--,,True,
3367,3367,,,,,,,,,2802,Elite Open School (Rowland Unified),Rowland Unified,"19735 Colima Rd., Ste. #2",Elite Open School (Rowland Unified),Elite Open School ,"19735-colima-rd,-ste-#2-elite-open-school--","19735-colima-rd,-ste-#2-elite-open-school--",,True,
3368,3368,,,,,,,,,2803,Farjardo - La Seda Preschool (Rowland Unified),Rowland Unified,18550 East Farjardo St.,Farjardo - La Seda Preschool (Rowland Unified),Farjardo - La Seda Preschool ,18550-east-farjardo-st-farjardo-la-seda-preschool--,18550-east-farjardo-st-farjardo-la-seda-preschool--,,True,
3369,3369,,,,,,,,,2804,Giano Intermediate (Rowland Unified),Rowland Unified,3223 South Giano Ave.,Giano Intermediate (Rowland Unified),Giano Intermediate ,3223-south-giano-ave-giano-intermediate--,3223-south-giano-ave-giano-intermediate--,,True,
3370,3370,,,,,,,,,2805,Hollingworth Elementary (Rowland Unified),Rowland Unified,3003 East Hollingworth St.,Hollingworth Elementary (Rowland Unified),Hollingworth Elementary ,3003-east-hollingworth-st-hollingworth-elementary--,3003-east-hollingworth-st-hollingworth-elementary--,,True,
3371,3371,,,,,,,,,2806,Hurley Elementary (Rowland Unified),Rowland Unified,535 South Dora Guzman Ave.,Hurley Elementary (Rowland Unified),Hurley Elementary ,535-south-dora-guzman-ave-hurley-elementary--,535-south-dora-guzman-ave-hurley-elementary--,,True,
3372,3372,,,,,,,,,2807,iQ Academy California-Los Angeles (Rowland Unified),Rowland Unified,50 Moreland Rd.,iQ Academy California-Los Angeles (Rowland Unified),iQ Academy California-Los Angeles ,50-moreland-rd-iq-academy-california-los-angeles--,50-moreland-rd-iq-academy-california-los-angeles--,,True,
3373,3373,,,,,,,,,2808,Jellick Elementary (Rowland Unified),Rowland Unified,1400 South Jellick Ave.,Jellick Elementary (Rowland Unified),Jellick Elementary ,1400-south-jellick-ave-jellick-elementary--,1400-south-jellick-ave-jellick-elementary--,,True,
3374,3374,,,,,,,,,2809,John A. Rowland High (Rowland Unified),Rowland Unified,2000 South Otterbein St.,John A. Rowland High (Rowland Unified),John A. Rowland High ,2000-south-otterbein-st-john-a-rowland-high--,2000-south-otterbein-st-john-a-rowland-high--,,True,
3375,3375,,,,,,,,,2810,Killian Elementary (Rowland Unified),Rowland Unified,19100 East Killian St.,Killian Elementary (Rowland Unified),Killian Elementary ,19100-east-killian-st-killian-elementary--,19100-east-killian-st-killian-elementary--,,True,
3376,3376,,,,,,,,,2811,Math for the Talented and Gifted (Rowland Unified),Rowland Unified,18648 Del Bonita St.,Math for the Talented and Gifted (Rowland Unified),Math for the Talented and Gifted ,18648-del-bonita-st-math-for-the-talented-and-gifted--,18648-del-bonita-st-math-for-the-talented-and-gifted--,,True,
3377,3377,,,,,,,,,2812,Nogales High (Rowland Unified),Rowland Unified,401 South Nogales St.,Nogales High (Rowland Unified),Nogales High ,401-south-nogales-st-nogales-high--,401-south-nogales-st-nogales-high--,,True,
3378,3378,,,,,,,,,2813,Northam Elementary (Rowland Unified),Rowland Unified,17800 East Renault,Northam Elementary (Rowland Unified),Northam Elementary ,17800-east-renault-northam-elementary--,17800-east-renault-northam-elementary--,,True,
3379,3379,,,,,,,,,2814,Rorimer Elementary (Rowland Unified),Rowland Unified,18750 East Rorimer St.,Rorimer Elementary (Rowland Unified),Rorimer Elementary ,18750-east-rorimer-st-rorimer-elementary--,18750-east-rorimer-st-rorimer-elementary--,,True,
3380,3380,,,,,,,,,2815,Rowland Adult and Community Education (Rowland Unified),Rowland Unified,2100 Lerona Ave.,Rowland Adult and Community Education (Rowland Unified),Rowland Adult and Community Education ,2100-lerona-ave-rowland-adult-and-community-education--,2100-lerona-ave-rowland-adult-and-community-education--,,True,
3381,3381,,,,,,,,,2816,Rowland Assistive Technology Academy (Rowland Unified),Rowland Unified,17840 East Villacorta St.,Rowland Assistive Technology Academy (Rowland Unified),Rowland Assistive Technology Academy ,17840-east-villacorta-st-rowland-assistive-technology-academy--,17840-east-villacorta-st-rowland-assistive-technology-academy--,,True,
3382,3382,,,,,,,,,2817,Rowland Elementary (Rowland Unified),Rowland Unified,2036 South Fullerton Rd.,Rowland Elementary (Rowland Unified),Rowland Elementary ,2036-south-fullerton-rd-rowland-elementary--,2036-south-fullerton-rd-rowland-elementary--,,True,
3383,3383,,,,,,,,,2818,Rowland Unified Community Day (Rowland Unified),Rowland Unified,1928 Nogales St.,Rowland Unified Community Day (Rowland Unified),Rowland Unified Community Day ,1928-nogales-st-rowland-unified-community-day--,1928-nogales-st-rowland-unified-community-day--,,True,
3384,3384,,,,,,,,,2819,Santana High (Continuation) (Rowland Unified),Rowland Unified,341 South La Seda Rd.,Santana High (Continuation) (Rowland Unified),Santana High (Continuation) ,341-south-la-seda-rd-santana-high-(continuation)--,341-south-la-seda-rd-santana-high-(continuation)--,,True,
3385,3385,,,,,,,,,2820,Shelyn Elementary (Rowland Unified),Rowland Unified,19500 East Nacora St.,Shelyn Elementary (Rowland Unified),Shelyn Elementary ,19500-east-nacora-st-shelyn-elementary--,19500-east-nacora-st-shelyn-elementary--,,True,
3386,3386,,,,,,,,,2821,Southlands Christian Schools (Rowland Unified),Rowland Unified,18550 Farjardo St.,Southlands Christian Schools (Rowland Unified),Southlands Christian Schools ,18550-farjardo-st-southlands-christian-schools--,18550-farjardo-st-southlands-christian-schools--,,True,
3387,3387,,,,,,,,,2822,St. Martha Elementary School (Rowland Unified),Rowland Unified,440 North Azusa Ave.,St. Martha Elementary School (Rowland Unified),St. Martha Elementary School ,440-north-azusa-ave-st-martha-elementary-school--,440-north-azusa-ave-st-martha-elementary-school--,,True,
3388,3388,,,,,,,,,2823,Stanley G. Oswalt Academy (Rowland Unified),Rowland Unified,19501 Shadow Oak Dr.,Stanley G. Oswalt Academy (Rowland Unified),Stanley G. Oswalt Academy ,19501-shadow-oak-dr-stanley-g-oswalt-academy--,19501-shadow-oak-dr-stanley-g-oswalt-academy--,,True,
3389,3389,,,,,,,,,2824,Telesis Academy of Science & Math (Rowland Unified),Rowland Unified,2800 East Hollingworth St.,Telesis Academy of Science & Math (Rowland Unified),Telesis Academy of Science & Math ,2800-east-hollingworth-st-telesis-academy-of-science-&-math--,2800-east-hollingworth-st-telesis-academy-of-science-&-math--,,True,
3390,3390,,,,,,,,,2825,Villacorta Elementary (Rowland Unified),Rowland Unified,17840 Villacorta St.,Villacorta Elementary (Rowland Unified),Villacorta Elementary ,17840-villacorta-st-villacorta-elementary--,17840-villacorta-st-villacorta-elementary--,,True,
3391,3391,,,,,,,,,2826,Ybarra Academy for the Arts and Technology (Rowland Unified),Rowland Unified,1300 South Brea Canyon Cutoff Rd.,Ybarra Academy for the Arts and Technology (Rowland Unified),Ybarra Academy for the Arts and Technology ,1300-south-brea-canyon-cutoff-rd-ybarra-academy-for-the-arts-and-technology--,1300-south-brea-canyon-cutoff-rd-ybarra-academy-for-the-arts-and-technology--,,True,
3392,3392,,,,,,,,,2827,Yorbita Elementary (Rowland Unified),Rowland Unified,502 South Vidalia St.,Yorbita Elementary (Rowland Unified),Yorbita Elementary ,502-south-vidalia-st-yorbita-elementary--,502-south-vidalia-st-yorbita-elementary--,,True,
3393,3393,,,,,,,,,2828,Alvarado Intermediate (Rowland Unified),Rowland Unified,1901 South Desire Ave.,Alvarado Intermediate (Rowland Unified),Alvarado Intermediate ,1901-south-desire-ave-alvarado-intermediate--,1901-south-desire-ave-alvarado-intermediate--,,True,
3394,3394,,,,,,,,,2829,Blandford Elementary (Rowland Unified),Rowland Unified,2601 Blandford Dr.,Blandford Elementary (Rowland Unified),Blandford Elementary ,2601-blandford-dr-blandford-elementary--,2601-blandford-dr-blandford-elementary--,,True,
3395,3395,,,,,,,,,2830,San Antonio ROP (San Antonio ROP),San Antonio ROP,"1425 East Holt Ave., Ste. 101",San Antonio ROP (San Antonio ROP),San Antonio ROP ,"1425-east-holt-ave,-ste-101-san-antonio-rop--","1425-east-holt-ave,-ste-101-san-antonio-rop--",,True,
3396,3396,,,,,,,,,2831,"Beach Cities Learning, San Gabriel (San Gabriel Unified)",San Gabriel Unified,515 East Fairview Ave.,"Beach Cities Learning, San Gabriel (San Gabriel Unified)","Beach Cities Learning, San Gabriel ","515-east-fairview-ave-beach-cities-learning,-san-gabriel--","515-east-fairview-ave-beach-cities-learning,-san-gabriel--",,True,
3397,3397,,,,,,,,,2832,Christ Centered Pasadena Christian School (San Gabriel Unified),San Gabriel Unified,5540 N Willard Ave,Christ Centered Pasadena Christian School (San Gabriel Unified),Christ Centered Pasadena Christian School ,5540-n-willard-ave-christ-centered-pasadena-christian-school--,5540-n-willard-ave-christ-centered-pasadena-christian-school--,,True,
3398,3398,,,,,,,,,2833,Coolidge Elementary (San Gabriel Unified),San Gabriel Unified,421 North Mission Dr.,Coolidge Elementary (San Gabriel Unified),Coolidge Elementary ,421-north-mission-dr-coolidge-elementary--,421-north-mission-dr-coolidge-elementary--,,True,
3399,3399,,,,,,,,,2834,Del Mar High (San Gabriel Unified),San Gabriel Unified,312 South Del Mar Ave.,Del Mar High (San Gabriel Unified),Del Mar High ,312-south-del-mar-ave-del-mar-high--,312-south-del-mar-ave-del-mar-high--,,True,
3400,3400,,,,,,,,,2835,Gabrielino High (San Gabriel Unified),San Gabriel Unified,1327 South San Gabriel Blvd.,Gabrielino High (San Gabriel Unified),Gabrielino High ,1327-south-san-gabriel-blvd-gabrielino-high--,1327-south-san-gabriel-blvd-gabrielino-high--,,True,
3401,3401,,,,,,,,,2836,Jefferson Middle (San Gabriel Unified),San Gabriel Unified,1372 East Las Tunas Dr.,Jefferson Middle (San Gabriel Unified),Jefferson Middle ,1372-east-las-tunas-dr-jefferson-middle--,1372-east-las-tunas-dr-jefferson-middle--,,True,
3402,3402,,,,,,,,,2837,McKinley Elementary (San Gabriel Unified),San Gabriel Unified,1425 Manley Dr.,McKinley Elementary (San Gabriel Unified),McKinley Elementary ,1425-manley-dr-mckinley-elementary--,1425-manley-dr-mckinley-elementary--,,True,
3403,3403,,,,,,,,,2838,Roosevelt Elementary (San Gabriel Unified),San Gabriel Unified,401 South Walnut Grove Ave.,Roosevelt Elementary (San Gabriel Unified),Roosevelt Elementary ,401-south-walnut-grove-ave-roosevelt-elementary--,401-south-walnut-grove-ave-roosevelt-elementary--,,True,
3404,3404,,,,,,,,,2839,San Gabriel Academy (San Gabriel Unified),San Gabriel Unified,8827 East BRd.way St.,San Gabriel Academy (San Gabriel Unified),San Gabriel Academy ,8827-east-brdway-st-san-gabriel-academy--,8827-east-brdway-st-san-gabriel-academy--,,True,
3405,3405,,,,,,,,,2840,San Gabriel Christian (San Gabriel Unified),San Gabriel Unified,117 North Pine St.,San Gabriel Christian (San Gabriel Unified),San Gabriel Christian ,117-north-pine-st-san-gabriel-christian--,117-north-pine-st-san-gabriel-christian--,,True,
3406,3406,,,,,,,,,2841,San Gabriel Mission Elementary (San Gabriel Unified),San Gabriel Unified,416 South Mission Dr.,San Gabriel Mission Elementary (San Gabriel Unified),San Gabriel Mission Elementary ,416-south-mission-dr-san-gabriel-mission-elementary--,416-south-mission-dr-san-gabriel-mission-elementary--,,True,
3407,3407,,,,,,,,,2842,San Gabriel Mission High School (San Gabriel Unified),San Gabriel Unified,254 South Santa Anita St.,San Gabriel Mission High School (San Gabriel Unified),San Gabriel Mission High School ,254-south-santa-anita-st-san-gabriel-mission-high-school--,254-south-santa-anita-st-san-gabriel-mission-high-school--,,True,
3408,3408,,,,,,,,,2843,Washington Elementary (San Gabriel Unified),San Gabriel Unified,300 North San Marino Ave.,Washington Elementary (San Gabriel Unified),Washington Elementary ,300-north-san-marino-ave-washington-elementary--,300-north-san-marino-ave-washington-elementary--,,True,
3409,3409,,,,,,,,,2844,Wilson Elementary (San Gabriel Unified),San Gabriel Unified,8317 East Sheffield Rd.,Wilson Elementary (San Gabriel Unified),Wilson Elementary ,8317-east-sheffield-rd-wilson-elementary--,8317-east-sheffield-rd-wilson-elementary--,,True,
3410,3410,,,,,,,,,2845,Carver Elementary (San Marino Unified),San Marino Unified,3100 Huntington Dr.,Carver Elementary (San Marino Unified),Carver Elementary ,3100-huntington-dr-carver-elementary--,3100-huntington-dr-carver-elementary--,,True,
3411,3411,,,,,,,,,2846,Clairbourn School (San Marino Unified),San Marino Unified,8400 Huntington Dr.,Clairbourn School (San Marino Unified),Clairbourn School ,8400-huntington-dr-clairbourn-school--,8400-huntington-dr-clairbourn-school--,,True,
3412,3412,,,,,,,,,2847,Huntington Middle (San Marino Unified),San Marino Unified,1700 Huntington Dr.,Huntington Middle (San Marino Unified),Huntington Middle ,1700-huntington-dr-huntington-middle--,1700-huntington-dr-huntington-middle--,,True,
3413,3413,,,,,,,,,2848,Saints Felicitas and Perpetua School (San Marino Unified),San Marino Unified,2955 Huntington Dr.,Saints Felicitas and Perpetua School (San Marino Unified),Saints Felicitas and Perpetua School ,2955-huntington-dr-saints-felicitas-and-perpetua-school--,2955-huntington-dr-saints-felicitas-and-perpetua-school--,,True,
3414,3414,,,,,,,,,2849,San Marino High (San Marino Unified),San Marino Unified,2701 Huntington Dr.,San Marino High (San Marino Unified),San Marino High ,2701-huntington-dr-san-marino-high--,2701-huntington-dr-san-marino-high--,,True,
3415,3415,,,,,,,,,2850,Southwestern Academy (San Marino Unified),San Marino Unified,2800 Monterey Rd.,Southwestern Academy (San Marino Unified),Southwestern Academy ,2800-monterey-rd-southwestern-academy--,2800-monterey-rd-southwestern-academy--,,True,
3416,3416,,,,,,,,,2851,Valentine Elementary (San Marino Unified),San Marino Unified,1650 Huntington Dr.,Valentine Elementary (San Marino Unified),Valentine Elementary ,1650-huntington-dr-valentine-elementary--,1650-huntington-dr-valentine-elementary--,,True,
3417,3417,,,,,,,,,2852,Santa Monica College (Santa Monica College District),Santa Monica College District,,Santa Monica College (Santa Monica College District),Santa Monica College ,-santa-monica-college--,-santa-monica-college--,,True,
3418,3418,,,,,,,,,2853,Santa Monica-Malibu Adult (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2510 Lincoln Blvd.,Santa Monica-Malibu Adult (Santa Monica-Malibu Unified),Santa Monica-Malibu Adult ,2510-lincoln-blvd-santa-monica-malibu-adult--,2510-lincoln-blvd-santa-monica-malibu-adult--,,True,
3419,3419,,,,,,,,,2854,Santa Monica-Malibu Preschool (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1651 16th St.,Santa Monica-Malibu Preschool (Santa Monica-Malibu Unified),Santa Monica-Malibu Preschool ,1651-16th-st-santa-monica-malibu-preschool--,1651-16th-st-santa-monica-malibu-preschool--,,True,
3420,3420,,,,,,,,,2855,SmartStart Developmental Learning Center (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2505 Lincoln Blvd,SmartStart Developmental Learning Center (Santa Monica-Malibu Unified),SmartStart Developmental Learning Center ,2505-lincoln-blvd-smartstart-developmental-learning-center--,2505-lincoln-blvd-smartstart-developmental-learning-center--,,True,
3421,3421,,,,,,,,,2856,St. Anne Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2015 Colorado Ave.,St. Anne Elementary (Santa Monica-Malibu Unified),St. Anne Elementary ,2015-colorado-ave-st-anne-elementary--,2015-colorado-ave-st-anne-elementary--,,True,
3422,3422,,,,,,,,,2857,St. Monica Catholic Elementary School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1039 7th St.,St. Monica Catholic Elementary School (Santa Monica-Malibu Unified),St. Monica Catholic Elementary School ,1039-7th-st-st-monica-catholic-elementary-school--,1039-7th-st-st-monica-catholic-elementary-school--,,True,
3423,3423,,,,,,,,,2858,Sycamore School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3504 Las Flores Canyon Rd.,Sycamore School (Santa Monica-Malibu Unified),Sycamore School ,3504-las-flores-canyon-rd-sycamore-school--,3504-las-flores-canyon-rd-sycamore-school--,,True,
3424,3424,,,,,,,,,2859,The Gray Academy (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,"532 Colorado Ave, Santa Monica, Ca 90401",The Gray Academy (Santa Monica-Malibu Unified),The Gray Academy ,"532-colorado-ave,-santa-monica,-ca-90401-the-gray-academy--","532-colorado-ave,-santa-monica,-ca-90401-the-gray-academy--",,True,
3425,3425,,,,,,,,,2860,WakeHeart Learning (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2505 Lincoln Blvd,WakeHeart Learning (Santa Monica-Malibu Unified),WakeHeart Learning ,2505-lincoln-blvd-wakeheart-learning--,2505-lincoln-blvd-wakeheart-learning--,,True,
3426,3426,,,,,,,,,2861,Webster Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3602 Winter Canyon,Webster Elementary (Santa Monica-Malibu Unified),Webster Elementary ,3602-winter-canyon-webster-elementary--,3602-winter-canyon-webster-elementary--,,True,
3427,3427,,,,,,,,,2862,Will Rogers Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2401 14th St.,Will Rogers Elementary (Santa Monica-Malibu Unified),Will Rogers Elementary ,2401-14th-st-will-rogers-elementary--,2401-14th-st-will-rogers-elementary--,,True,
3428,3428,,,,,,,,,2863,Big and Tiny (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1731 Ocean Park Blvd.,Big and Tiny (Santa Monica-Malibu Unified),Big and Tiny ,1731-ocean-park-blvd-big-and-tiny--,1731-ocean-park-blvd-big-and-tiny--,,True,
3429,3429,,,,,,,,,2864,Carlthorp (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,438 San Vicente Blvd.,Carlthorp (Santa Monica-Malibu Unified),Carlthorp ,438-san-vicente-blvd-carlthorp--,438-san-vicente-blvd-carlthorp--,,True,
3430,3430,,,,,,,,,2865,Crossroads School for Arts & Sciences (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1714 21St St,Crossroads School for Arts & Sciences (Santa Monica-Malibu Unified),Crossroads School for Arts & Sciences ,1714-21st-st-crossroads-school-for-arts-&-sciences--,1714-21st-st-crossroads-school-for-arts-&-sciences--,,True,
3431,3431,,,,,,,,,2866,Edison Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2402 Virginia Ave.,Edison Elementary (Santa Monica-Malibu Unified),Edison Elementary ,2402-virginia-ave-edison-elementary--,2402-virginia-ave-edison-elementary--,,True,
3432,3432,,,,,,,,,2867,Franklin Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2400 Montana Ave.,Franklin Elementary (Santa Monica-Malibu Unified),Franklin Elementary ,2400-montana-ave-franklin-elementary--,2400-montana-ave-franklin-elementary--,,True,
3433,3433,,,,,,,,,2868,Garden of Angels School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1009 18th St.,Garden of Angels School (Santa Monica-Malibu Unified),Garden of Angels School ,1009-18th-st-garden-of-angels-school--,1009-18th-st-garden-of-angels-school--,,True,
3434,3434,,,,,,,,,2869,Grant Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2368 Pearl St.,Grant Elementary (Santa Monica-Malibu Unified),Grant Elementary ,2368-pearl-st-grant-elementary--,2368-pearl-st-grant-elementary--,,True,
3435,3435,,,,,,,,,2870,John Adams Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2425 16th St.,John Adams Middle (Santa Monica-Malibu Unified),John Adams Middle ,2425-16th-st-john-adams-middle--,2425-16th-st-john-adams-middle--,,True,
3436,3436,,,,,,,,,2871,John Muir Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2526 Sixth St.,John Muir Elementary Santa Monica (Santa Monica-Malibu Unified),John Muir Elementary Santa Monica ,2526-sixth-st-john-muir-elementary-santa-monica--,2526-sixth-st-john-muir-elementary-santa-monica--,,True,
3437,3437,,,,,,,,,2872,"Life Grove, LLC. (Santa Monica-Malibu Unified)",Santa Monica-Malibu Unified,6805 Wildlife Rd.,"Life Grove, LLC. (Santa Monica-Malibu Unified)","Life Grove, LLC. ","6805-wildlife-rd-life-grove,-llc--","6805-wildlife-rd-life-grove,-llc--",,True,
3438,3438,,,,,,,,,2873,Lighthouse Christian Academy (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1424 Yale St.,Lighthouse Christian Academy (Santa Monica-Malibu Unified),Lighthouse Christian Academy ,1424-yale-st-lighthouse-christian-academy--,1424-yale-st-lighthouse-christian-academy--,,True,
