CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
1.96473E+13,622710,3062,Active,Los Angeles,Los Angeles Unified,George Ellery Hale Charter Academy,23830 Califa Street,23830 Califa St.,Woodland Hills,91367-2922,CA,23830 Califa Street,23830 Califa St.,Woodland Hills,91367-2922,CA,(818) 313-7400,No Data,(818) 346-7517,No Data,http://halecharteracademy.com,23193,No Data,Y,1346,Locally funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.177799,-118.6453,Christopher,Perdigao,cmp61182@lausd.net,44056
1.96473E+13,622710,3079,Active,Los Angeles,Los Angeles Unified,Patrick Henry Middle,17340 San Jose Street,17340 San Jose St.,Granada Hills,91344-6131,CA,17340 San Jose Street,17340 San Jose St.,Granada Hills,91344-6131,CA,(818) 832-3870,No Data,(818) 368-7333,No Data,http://www.mypatrickhenry.com,21002,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.261168,-118.51191,Kristy,Santi,kls7956@lausd.net,44432
1.96473E+13,622710,3129,Active,Los Angeles,Los Angeles Unified,Joseph Le Conte Middle,1316 North Bronson Avenue,1316 North Bronson Ave.,Hollywood,90028-8415,CA,1316 North Bronson Avenue,1316 North Bronson Ave.,Hollywood,90028-8415,CA,(323) 308-1700,No Data,(323) 856-3053,No Data,http://www.lecontems.net,8218,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.094665,-118.31789,Eduardo,Duran,exd8386@lausd.net,44056
1.96473E+13,622710,3156,Active,Los Angeles,Los Angeles Unified,James Madison Middle,13000 Hart Street,13000 Hart St.,North Hollywood,91605-4801,CA,13000 Hart Street,13000 Hart St.,North Hollywood,91605-4801,CA,(818) 255-5200,No Data,(818) 765-4692,No Data,http://www.madisonmiddleschoolandmagnets.org,20271,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.197534,-118.416,Cheryl,Bloom,cheryl.bloom@lausd.net,44481
1.96473E+13,622710,3168,Active,Los Angeles,Los Angeles Unified,Edwin Markham Middle,1650 East 104th Street,1650 East 104th St.,Los Angeles,90002-3606,CA,1650 East 104th Street,1650 East 104th St.,Los Angeles,90002-3606,CA,(323) 568-5500,No Data,(323) 569-6066,No Data,http://www.newmarkham.com,21002,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,33.941417,-118.24489,Alex,Kim,atk0680@lausd.net,44056
1.96473E+13,622710,3202,Active,Los Angeles,Los Angeles Unified,"Johnnie Cochran, Jr., Middle",4066 West Johnnie Cochran Vista,4066 West Johnnie Cochran Vista,Los Angeles,90019-6025,CA,4066 West Johnnie Cochran Vista,4066 West Johnnie Cochran Vista,Los Angeles,90019-6025,CA,(323) 730-4300,No Data,(323) 733-9106,No Data,http://www.cochranms.com,9679,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.042965,-118.32734,Gilberto,Samuel,gilberto.samuel@lausd.net,44056
1.96473E+13,622710,3225,Active,Los Angeles,Los Angeles Unified,Alfred B. Nobel Charter Middle,9950 Tampa Avenue,9950 Tampa Ave.,Northridge,91324-1142,CA,9950 Tampa Avenue,9950 Tampa Ave.,Northridge,91324-1142,CA,(818) 773-4700,No Data,(818) 701-9480,No Data,http://nobelms.com,22828,No Data,Y,1480,Locally funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.250954,-118.5535,Derek,Horowitz,dhorowit@lausd.net,44056
1.96473E+13,622710,3236,Active,Los Angeles,Los Angeles Unified,Olive Vista Middle,14600 Tyler Street,14600 Tyler St.,Sylmar,91342-2826,CA,14600 Tyler Street,14600 Tyler St.,Sylmar,91342-2826,CA,(818) 833-3900,No Data,(818) 367-8273,No Data,http://www.olivevistams-lausd-ca.schoolloop.com,21367,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.312133,-118.45105,Clara,Herran,clara.herran@lausd.net,44056
1.96473E+13,622710,3271,Active,Los Angeles,Los Angeles Unified,Woodland Hills Academy,20800 Burbank Boulevard,20800 Burbank Blvd.,Woodland Hills,91367-6811,CA,20800 Burbank Boulevard,20800 Burbank Blvd.,Woodland Hills,91367-6811,CA,(818) 226-2900,No Data,(818) 716-0649,No Data,http://www.woodlandhillsacademy.org,21732,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.171912,-118.58546,Alma,Salazar,alma.c.salazar@lausd.net,44056
1.96473E+13,622710,3277,Active,Los Angeles,Los Angeles Unified,Robert E. Peary Middle,1415 West Gardena Boulevard,1415 West Gardena Blvd.,Gardena,90247-4712,CA,1415 West Gardena Boulevard,1415 West Gardena Blvd.,Gardena,90247-4712,CA,(310) 225-4200,No Data,(310) 329-3957,No Data,http://www.pearyms-lausd-ca.schoolloop.com,20271,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,33.882014,-118.30023,Christina,Green,ccebal2@lausd.net,43705
1.96473E+13,622710,3289,Active,Los Angeles,Los Angeles Unified,Gaspar De Portola Charter Middle,18720 Linnet Street,18720 Linnet St.,Tarzana,91356-3313,CA,18720 Linnet Street,18720 Linnet St.,Tarzana,91356-3313,CA,(818) 654-3300,No Data,(818) 996-0292,No Data,http://www.lausd.k12.ca.us/portola_ms,22098,No Data,Y,2074,Locally funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.167295,-118.54155,Kimberly,Estrada,kkr3142@lausd.net,44481
1.96473E+13,622710,3378,Active,Los Angeles,Los Angeles Unified,Sun Valley Magnet,7330 Bakman Avenue,7330 Bakman Ave.,Sun Valley,91352-4914,CA,7330 Bakman Avenue,7330 Bakman Ave.,Sun Valley,91352-4914,CA,(818) 255-5100,No Data,(818) 503-9846,No Data,No Data,18445,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,44724,44724,C,Y,N,No Data,34.203585,-118.37784,Roberto,Lee,rlee01@lausd.net,44414
1.96473E+13,622710,3299,Active,Los Angeles,Los Angeles Unified,Walter Reed Middle,4525 Irvine Avenue,4525 Irvine Ave.,North Hollywood,91602-1915,CA,4525 Irvine Avenue,4525 Irvine Ave.,North Hollywood,91602-1915,CA,(818) 487-7600,No Data,(818) 766-9069,No Data,http://www.reedms.com/,14427,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.15263,-118.38556,Robyn,Friedman,robyn.friedman@lausd.net,44432
1.96473E+13,622710,3186,Active,Los Angeles,Los Angeles Unified,Loren Miller Elementary,830 West 77th Street,830 West 77th St.,Los Angeles,90044-5146,CA,830 West 77th Street,830 West 77th St.,Los Angeles,90044-5146,CA,(323) 753-4445,No Data,(323) 758-5081,No Data,http://www.miller-lausd-ca.schoolloop.com,25750,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,33.969363,-118.25967,Linda,Arnold Funches,lfunches@lausd.net,44056
1.96473E+13,622710,3337,Active,Los Angeles,Los Angeles Unified,Saturn Street Elementary,5360 Saturn Street,5360 Saturn St.,Los Angeles,90019-3960,CA,5360 Saturn Street,5360 Saturn St.,Los Angeles,90019-3960,CA,(323) 931-1688,No Data,(323) 933-6370,No Data,No Data,8949,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.046648,-118.35568,Mark,Ussery,msu3964@lausd.net,44432
1.96473E+13,622710,2944,Active,Los Angeles,Los Angeles Unified,Glenn Hammond Curtiss Middle,1254 East Helmick Street,1254 East Helmick St.,Carson,90746-3164,CA,1254 East Helmick Street,1254 East Helmick St.,Carson,90746-3164,CA,(310) 661-4500,No Data,(310) 537-2115,No Data,http://www.curtiss-lausd-ca.schoolloop.com,25385,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,33.851607,-118.24957,Amber,McKinney,amber.kckinney@lausd.net,44481
1.96473E+13,622710,2982,Active,Los Angeles,Los Angeles Unified,El Sereno Middle,2839 North Eastern Avenue,2839 North Eastern Ave.,Los Angeles,90032-2701,CA,2839 North Eastern Avenue,2839 North Eastern Ave.,Los Angeles,90032-2701,CA,(323) 224-4700,No Data,(323) 223-9024,No Data,http://www.lausd.k12.ca.us/El_Sereno_MS,13697,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,Y,N,No Data,34.079428,-118.17809,Martha,Gomez,mxt1070@lausd.net,44056
1.96473E+13,622710,7753,Active,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,10952 Whipple Street,10952 Whipple St.,North Hollywood,91602-3235,CA,10952 Whipple Street,10952 Whipple St.,North Hollywood,91602-3235,CA,(818) 509-8759,No Data,(818) 505-0246,No Data,http://www.chipahs.lausd.net,25750,No Data,N,No Data,No Data,54,Unified School District,9,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,34.148005,-118.36884,Margaret,Olivaresgilkyson,mxo1790@lausd.net,44432
1.96473E+13,622710,2905,Active,Los Angeles,Los Angeles Unified,Castlebay Lane Charter,19010 Castlebay Lane,19010 Castlebay Ln.,Porter Ranch,91326-1005,CA,19010 Castlebay Lane,19010 Castlebay Ln.,Porter Ranch,91326-1005,CA,(818) 360-1908,No Data,(818) 831-5492,No Data,http://www.castlebaylanecharter.com,26115,No Data,Y,1477,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.293419,-118.54749,David,Price,djp2520@lausd.net,44432
1.96473E+13,622710,3112,Active,Los Angeles,Los Angeles Unified,Robert F. Kennedy Elementary,4010 East Ramboz Drive,4010 East Ramboz Dr.,Los Angeles,90063-1218,CA,4010 East Ramboz Drive,4010 East Ramboz Dr.,Los Angeles,90063-1218,CA,(323) 263-9627,No Data,(323) 263-6871,No Data,http://www.lausd.k12.ca.us/kennedy_el,26115,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.05399,-118.17833,Robert,Martinez,rxm5895@lausd.net,44056
1.96473E+13,622710,7755,Active,Los Angeles,Los Angeles Unified,Fishburn Avenue Elementary,5701 Fishburn Avenue,5701 Fishburn Ave.,Maywood,90270-2819,CA,5701 Fishburn Avenue,5701 Fishburn Ave.,Maywood,90270-2819,CA,(323) 560-0878,No Data,(323) 560-6391,No Data,No Data,9679,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.989534,-118.18982,Antonio,Garcia,axg1125@lausd.net,44481
1.96473E+13,622710,2935,Active,Los Angeles,Los Angeles Unified,Community Magnet Charter Elementary,11301 Bellagio Road,11301 Bellagio Rd.,Los Angeles,90049-1705,CA,11301 Bellagio Road,11301 Bellagio Rd.,Los Angeles,90049-1705,CA,(310) 476-2281,No Data,(310) 472-6391,No Data,http://www.communitymagnet.org,28672,No Data,Y,957,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,34.08183,-118.46224,Toni,Klugh,trk2932@lausd.net,44056
1.96473E+13,622710,3252,Active,Los Angeles,Los Angeles Unified,Open Charter Magnet,5540 West 77th Street,5540 West 77th St.,Los Angeles,90045-3214,CA,5540 West 77th Street,5540 West 77th St.,Los Angeles,90045-3214,CA,(310) 568-0735,No Data,(310) 568-0904,No Data,http://opencharter.org,28307,No Data,Y,12,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,33.968507,-118.3778,Antoinette,Cass,arc3329@lausd.net,44056
1.96473E+13,622710,2833,Active,Los Angeles,Los Angeles Unified,Balboa Gifted/High Ability Magnet Elementary,17020 Labrador Street,17020 Labrador St.,Northridge,91325-1906,CA,17020 Labrador Street,17020 Labrador St.,Northridge,91325-1906,CA,(818) 349-4801,No Data,(818) 993-3470,No Data,http://www.lausd.net/balboa_magnet,22098,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,44566,44566,N,Y,N,No Data,34.249085,-118.5031,Christine,Chun,csc3973@lausd.net,44056
1.96473E+13,622710,8157,Active,Los Angeles,Los Angeles Unified,Ninth Street Elementary,835 Streetanford Avenue,835 St.anford Ave.,Los Angeles,90021-1847,CA,835 Streetanford Avenue,835 St.anford Ave.,Los Angeles,90021-1847,CA,(213) 896-2700,No Data,(213) 533-8001,No Data,http://9thstreetes-lausd-ca.schoolloop.com,07/01/1890,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.035991,-118.24714,Juana,Guzman-Murdock,jjg9849@lausd.net,44058
1.96473E+13,622710,8158,Active,Los Angeles,Los Angeles Unified,Sunrise Elementary,2821 East Seventh Street,2821 East Seventh St.,Los Angeles,90023-1501,CA,2821 East Seventh Street,2821 East Seventh St.,Los Angeles,90023-1501,CA,(323) 263-6744,No Data,(323) 780-3985,No Data,http://www.sunrisees-lausd-ca.schoolloop.com/,7853,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.029688,-118.211,Luis,Barraza,lxb0937@lausd.net,43509
1.96473E+13,622710,9152,Active,Los Angeles,Los Angeles Unified,Pio Pico Middle,1512 South Arlington Avenue,1512 South Arlington Ave.,Los Angeles,90019-4552,CA,1512 South Arlington Avenue,1512 South Arlington Ave.,Los Angeles,90019-4552,CA,(323) 733-8801,No Data,(323) 735-2665,No Data,http://www.piopicoms.org,31959,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.044388,-118.31764,Miranda,Conston-Raoof,mlc2793@lausd.net,44056
1.96473E+13,622710,9394,Active,Los Angeles,Los Angeles Unified,Montara Avenue Elementary,10018 Montara Avenue,10018 Montara Ave.,South Gate,90280-5605,CA,10018 Montara Avenue,10018 Montara Ave.,South Gate,90280-5605,CA,(323) 567-1451,No Data,(323) 249-7394,No Data,http://www.lausd.net/Montara_EL/Home.html,32325,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,Y,N,No Data,33.944535,-118.21873,Juana,Cortez,juana.cortez@lausd.net,43509
1.96473E+13,622710,9395,Active,Los Angeles,Los Angeles Unified,Teresa Hughes Elementary,4242 Clara Street,4242 Clara St.,Cudahy,90201-5010,CA,4242 Clara Street,4242 Clara St.,Cudahy,90201-5010,CA,(323) 560-4422,No Data,(323) 773-7568,No Data,http://www.hugheses-lausd-ca.schoolloop.com,32325,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,Y,N,No Data,33.966238,-118.19298,Adriana,Cortez,axc7702@lausd.net,44056
1.96473E+13,622710,9573,Active,Los Angeles,Los Angeles Unified,San Miguel Elementary,9801 San Miguel Avenue,9801 San Miguel Ave.,South Gate,90280-4823,CA,9801 San Miguel Avenue,9801 San Miguel Ave.,South Gate,90280-4823,CA,(323) 567-0511,No Data,(323) 249-0997,No Data,http://sanmiguelpumas.net,32690,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,33.944793,-118.20076,Imelda,Fruto,imelda.fruto@lausd.net,44432
1.96473E+13,622710,10242,Active,Los Angeles,Los Angeles Unified,Leo Politi Elementary,2481 West 11th Street,2481 West 11th St.,Los Angeles,90006-2961,CA,2481 West 11th Street,2481 West 11th St.,Los Angeles,90006-2961,CA,(213) 480-1244,No Data,(213) 736-0486,No Data,http://www.politi-lausd-ca.schoolloop.com,33484,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.050845,-118.28695,Silvia,Collins,sjc9867@lausd.net,44432
1.96473E+13,622710,10243,Active,Los Angeles,Los Angeles Unified,Nueva Vista Elementary,4412 Randolph Street,4412 Randolph St.,Bell,90201-1224,CA,4412 Randolph Street,4412 Randolph St.,Bell,90201-1224,CA,(323) 562-3015,No Data,(323) 560-3507,No Data,http://www.nuevavistaes-lausd-ca.schoolloop.com,33484,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,Y,N,No Data,33.981472,-118.18825,Francisco,Jimenez,fjj0316@lausd.net,44432
1.96473E+13,622710,444,Active,Los Angeles,Los Angeles Unified,Sara Coughlin Elementary,11035 Borden Street,11035 Borden St.,Pacoima,91331-1533,CA,11035 Borden Street,11035 Borden St.,Pacoima,91331-1533,CA,(818) 686-6428,No Data,(818) 686-6509,No Data,http://www.coughlinelementary.net,33848,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.270065,-118.4021,Leticia,Sanchez,lsanc12@lausd.net,44056
1.96473E+13,622710,451,Active,Los Angeles,Los Angeles Unified,Esperanza Elementary,680 Little Street,680 Little St.,Los Angeles,90017-1644,CA,680 Little Street,680 Little St.,Los Angeles,90017-1644,CA,(213) 484-0326,No Data,(213) 484-1137,No Data,http://www.esperanzaes-lausd-ca.schoolloop.com,33848,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.055085,-118.27249,Bradley,Rumble,brumble@lausd.net,43509
1.96473E+13,622710,453,Active,Los Angeles,Los Angeles Unified,Walnut Park Elementary,2642 Olive Street,2642 Olive St.,Huntington Park,90255-6324,CA,2642 Olive Street,2642 Olive St.,Huntington Park,90255-6324,CA,(323) 588-3145,No Data,(323) 588-5965,No Data,http://www.walnutpark-lausd-ca.schoolloop.com,33848,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.968183,-118.22398,Saraid,Luna,sxm7554@lausd.net,43509
1.96473E+13,622710,2143,Active,Los Angeles,Los Angeles Unified,Los Angeles Elementary,1211 South Hobart Boulevard,1211 South Hobart Blvd.,Los Angeles,90006-3113,CA,1211 South Hobart Boulevard,1211 South Hobart Blvd.,Los Angeles,90006-3113,CA,(323) 734-8233,No Data,(323) 734-8639,No Data,http://www.laes-lausd-ca.schoolloop.com,34213,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.048621,-118.30522,Maria,Ozaeta,meo9998@lausd.net,44056
1.96473E+13,622710,3240,Active,Los Angeles,Los Angeles Unified,San Antonio Elementary,6222 State Street,6222 State St.,Huntington Park,90255-4403,CA,6222 State Street,6222 State St.,Huntington Park,90255-4403,CA,(323) 582-1250,No Data,(323) 582-1710,No Data,http://www.sanantonio-lausd-ca.schoolloop.com,34578,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,33.983636,-118.21254,Evangelina,Cantu,ecantu@lausd.net,44056
1.96473E+13,622710,3245,Active,Los Angeles,Los Angeles Unified,Accelerated,4000 South Main Street,4000 South Main St.,Los Angeles,90037-1022,CA,4000 South Main Street,4000 South Main St.,Los Angeles,90037-1022,CA,(323) 235-6343,No Data,(323) 235-6346,No Data,http://accelerated.org,34583,No Data,Y,45,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,601732,34.010434,-118.27393,Kim,Clerx,kclerx@accelerated.org,44060
1.96473E+13,622710,5887,Active,Los Angeles,Los Angeles Unified,Gratts Learning Academy for Young Scholars (GLAYS),309 Lucas Avenue,309 Lucas Ave.,Los Angeles,90017-2062,CA,309 Lucas Avenue,309 Lucas Ave.,Los Angeles,90017-2062,CA,(213) 250-2932,No Data,(213) 250-3648,No Data,http://www.glays-lausd-ca.schoolloop.com,35065,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.058223,-118.26176,Jemima,Galiano,jgaliano@lausd.net,44096
1.96473E+13,622710,7120,Active,Los Angeles,Los Angeles Unified,Independence Elementary,8435 Victoria Avenue,8435 Victoria Ave.,South Gate,90280-2353,CA,8435 Victoria Avenue,8435 Victoria Ave.,South Gate,90280-2353,CA,(323) 249-9559,No Data,(323) 564-9165,No Data,No Data,35682,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,33.959726,-118.20921,Carlos,Gonzalez,cgonzalez@lausd.net,44481
1.96473E+13,622710,7522,Active,Los Angeles,Los Angeles Unified,Watts Learning Center,310 West 95th Street,310 West 95th St.,Los Angeles,90003-4012,CA,310 West 95th Street,310 West 95th St.,Los Angeles,90003-4012,CA,(323) 754-9900,No Data,(323) 242-3907,No Data,http://www.wlces.org/,35682,No Data,Y,131,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,601573,33.950044,-118.27849,Kemi,Mustapha,kmustapha@wattslc.org,44397
1.96473E+13,622710,7523,Active,Los Angeles,Los Angeles Unified,Los Angeles Academy Middle,644 East 56th Street,644 East 56th St.,Los Angeles,90011-4660,CA,644 East 56th Street,644 East 56th St.,Los Angeles,90011-4660,CA,(323) 238-1800,No Data,(323) 231-0136,No Data,http://www.laacademyms-lausd-ca.schoolloop.com/,35977,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,33.991524,-118.26324,Ruben,Hernandez,rherna07@lausd.net,44083
1.96473E+13,622710,8027,Active,Los Angeles,Los Angeles Unified,PUC Community Charter Middle and PUC Community Charter Early College High,11500 Eldridge Avenue,11500 Eldridge Ave.,Lake View Terrace,91342-6522,CA,"1405 N. San Fernando Boulevard, Suite 303","1405 N. San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 485-0951,No Data,(818) 485-0952,c.rivas@pucschools.org,http://www.pucschools.org/ccms/,36410,No Data,Y,213,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,44724,44724,N,N,N,602182,34.280097,-118.38238,Concepcion,Rivas,c.rivas@pucschools.org,44425
1.96473E+13,622710,8029,Active,Los Angeles,Los Angeles Unified,Primary Academy for Success,9075 Willis Avenue,9075 Willis Ave.,Panorama City,91402-1512,CA,9075 Willis Avenue,9075 Willis Ave.,Panorama City,91402-1512,CA,(818) 920-2932,No Data,(818) 893-5718,No Data,http://www.pass-lausd-ca.schoolloop.com,36416,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,N,N,No Data,34.234892,-118.45535,Danika,Free,dfree@lausd.net,44056
1.96473E+13,622710,8030,Active,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Elementary,5311 South Crenshaw Boulevard,5311 South Crenshaw Blvd.,Los Angeles,90043-1809,CA,3855 West Slauson Avenue,3855 West Slauson Ave.,Los Angeles,90043,CA,(323) 290-6960,No Data,(888) 317-2844,No Data,http://www.icefps.org,36410,No Data,Y,190,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,601881,33.994362,-118.33135,Dwayne,Washington,dwashington@icefps.org,44620
1.96473E+13,622710,8508,Active,Los Angeles,Los Angeles Unified,Camino Nuevo Charter Academy,697 South Burlington Avenue,697 South Burlington Ave.,Los Angeles,90057-3743,CA,697 South Burlington Avenue,697 South Burlington Ave.,Los Angeles,90057-3743,CA,(213) 413-4245,No Data,(213) 413-8553,No Data,http://burlington.caminonuevo.org,36759,No Data,Y,293,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,Y,602237,34.055523,-118.27358,Charles,Miller,charles.miller@caminonuevo.org,44582
1.96473E+13,622710,8510,Active,Los Angeles,Los Angeles Unified,Ellen Ochoa Learning Center,5027 Live Oak Street,5027 Live Oak St.,Cudahy,90201-4428,CA,5027 Live Oak Street,5027 Live Oak St.,Cudahy,90201-4428,CA,(323) 869-1300,No Data,(323) 562-8015,No Data,No Data,36712,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.966959,-118.1776,Marcos,Hernandez,mah8895@lausd.net,43509
1.96473E+13,622710,8721,Active,Los Angeles,Los Angeles Unified,Multicultural Learning Center,7510 DeSoto Avenue,7510 DeSoto Ave.,Canoga Park,91303-1430,CA,7510 DeSoto Avenue,7510 DeSoto Ave.,Canoga Park,91303-1430,CA,(818) 716-5783,No Data,(818) 716-1085,No Data,http://mlccharter.org,37141,No Data,Y,388,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,601538,34.206694,-118.58841,Gayle,Nadler,gayle@mlccharter.org,44172
